tournee_id,jour,zone,ilot,ordre,commerce,adresse,tel,lat,lng,statut,contact,prix_mois,frequence,heure,sepa,date_premier,date_contrat,acces,notes
T10,Mer,Ploemeur,11 Rue de Larmor / 11 Rue Saint-Bieuzy,6,MAISON CRESPIN,"1 Rue de Larmor, 56270 Ploemeur, France",02 97 86 33 16,47.736047799999994,-3.4270437,cible,,,,,,,,,
T10,Mer,Ploemeur,11 Rue de Larmor / 11 Rue Saint-Bieuzy,7,Seconde Peau,"4 Rue Saint-Bieuzy, 56270 Ploemeur, France",09 56 53 54 72,47.7360773,-3.4281696,cible,,,,,,,,,
T10,Mer,Ploemeur,11 Rue de Larmor / 11 Rue Saint-Bieuzy,8,FEUILLES ET FLEURS PLOEMEUR,"8 Rue de Kervam, 56270 Ploemeur, France",09 84 20 69 89,47.7361094,-3.4275403,cible,,,,,,,,,
T10,Mer,Ploemeur,11 Rue de Larmor / 11 Rue Saint-Bieuzy,9,Coiffeur visagiste Feeling,"6 Rue de Kervam, 56270 Ploemeur, France",02 97 85 22 94,47.736113599999996,-3.4274514999999997,cible,,,,,,,,,
T10,Mer,Ploemeur,11 Rue de Larmor / 11 Rue Saint-Bieuzy,10,Banque Populaire Grand Ouest,"4 Rue de Larmor, 56270 Ploemeur, France",02 72 96 06 90,47.7361194,-3.4265318,cible,,,,,,,,,
T10,Mer,Ploemeur,11 Rue de Larmor / 11 Rue Saint-Bieuzy,11,Restaurant Le Paradou,"3 Rue Saint-Bieuzy, 56270 Ploemeur, France",02 97 86 27 70,47.7361631,-3.4285511,cible,,,,,,,,,
T10,Mer,Ploemeur,11 Rue de Larmor / 11 Rue Saint-Bieuzy,12,Crédit Mutuel de Bretagne PLOEMEUR,"Pl. de l'Église, 56270 Ploemeur, France",02 97 86 49 00,47.73617,-3.4272039999999997,cible,,,,,,,,,
T11,Ven,Auray,68 Pl. de la République 72 / 3 Rue Philippe Vannier,1,AU PETIT PRINCE - AURAY,"68 Pl. de la République 72, 56400 Auray, France",02 97 58 82 70,47.6668327,-2.9845764,cible,,,,,,,,,
T11,Ven,Auray,68 Pl. de la République 72 / 3 Rue Philippe Vannier,2,Brocante La malle de louise,"3 Rue Philippe Vannier, 56400 Auray, France",07 60 04 77 75,47.666843899999996,-2.9822401,cible,,,,,,,,,
T11,Ven,Auray,68 Pl. de la République 72 / 3 Rue Philippe Vannier,3,Bréal,"44 Pl. de la République, 56400 Auray, France",02 30 17 00 30,47.6668496,-2.9838997,cible,,,,,,,,,
T11,Ven,Auray,68 Pl. de la République 72 / 3 Rue Philippe Vannier,4,Pharmacie des Halles Anton&Willem - Herboristerie,"48 Pl. de la République, 56400 Auray, France",02 97 24 03 43,47.666877,-2.9840047999999997,cible,,,,,,,,,
T11,Ven,Auray,68 Pl. de la République 72 / 3 Rue Philippe Vannier,5,RougeGorge Lingerie,"62 Pl. de la République 0 0 0, 56400 Auray, France",02 97 59 39 62,47.6668843,-2.9844144999999997,cible,,,,,,,,,
T11,Ven,Auray,68 Pl. de la République 72 / 3 Rue Philippe Vannier,6,Le Bruit des Vagues,"60 Pl. de la République, 56400 Auray, France",09 52 80 49 66,47.666927,-2.9844329999999997,cible,,,,,,,,,
T11,Ven,Auray,68 Pl. de la République 72 / 3 Rue Philippe Vannier,7,O’BARBER BY OSMAN KOCA,"21 Av. Wilson, 56400 Auray, France",07 59 68 56 84,47.666961199999996,-2.9817240999999997,cible,,,,,,,,,
T11,Ven,Auray,68 Pl. de la République 72 / 3 Rue Philippe Vannier,8,Agence Nestenn Immobilier Auray,"23 Av. Wilson, 56400 Auray, France",02 97 59 33 33,47.666984899999996,-2.981567,cible,,,,,,,,,
T11,Ven,Auray,68 Pl. de la République 72 / 3 Rue Philippe Vannier,9,Iles Terres Et Mers,"23 23 Av. Wilson, 56400 Auray, France",02 97 59 33 34,47.667017699999995,-2.9816323,cible,,,,,,,,,
T11,Ven,Auray,68 Pl. de la République 72 / 3 Rue Philippe Vannier,10,Agence Gauter J et Cie SA,"54 Pl. de la République, 56400 Auray, France",02 97 24 11 62,47.667029,-2.984258,cible,,,,,,,,,
T11,Ven,Auray,68 Pl. de la République 72 / 3 Rue Philippe Vannier,11,Chaussures Bellouard,"2 Rue Jean Marie Barre, 56400 Auray, France",02 97 52 00 51,47.667056800000005,-2.9844342,cible,,,,,,,,,
T11,Ven,Auray,68 Pl. de la République 72 / 3 Rue Philippe Vannier,12,L'Lui Coiffure,"25 Av. Wilson, 56400 Auray, France",02 97 24 11 88,47.6671085,-2.9815036999999998,cible,,,,,,,,,
T12,Ven,Auray,1 Rue du Père Éternel / 7 Pl. de la République,1,O FIL DE L'HISTOIRE,"1 Rue du Père Éternel, 56400 Auray, France",06 37 57 02 51,47.6662646,-2.9823171,cible,,,,,,,,,
T12,Ven,Auray,1 Rue du Père Éternel / 7 Pl. de la République,2,BOUYGUES TELECOM AURAY,"7 Pl. de la République, 56400 Auray, France",09 86 01 05 41,47.6662785,-2.9827646,cible,,,,,,,,,
T12,Ven,Auray,1 Rue du Père Éternel / 7 Pl. de la République,3,Sébastien LEHEBEL e-mobilier.fr,"7 Pl. de la République, 56400 Auray, France",06 32 50 77 71,47.666306999999996,-2.982745,cible,,,,,,,,,
T12,Ven,Auray,1 Rue du Père Éternel / 7 Pl. de la République,4,La Fromentine,"10 Rue du Château, 56400 Auray, France",02 97 29 18 29,47.666318399999994,-2.9820625,cible,,,,,,,,,
T12,Ven,Auray,1 Rue du Père Éternel / 7 Pl. de la République,5,Maison de la Presse,"5 Pl. de la République, 56400 Auray, France",02 97 24 11 52,47.666319699999995,-2.9825247,cible,,,,,,,,,
T12,Ven,Auray,1 Rue du Père Éternel / 7 Pl. de la République,6,Preti & co restaurant Auray,"6 Rue du Château, 56400 Auray, France",02 97 14 03 37,47.6663271,-2.9821497999999997,cible,,,,,,,,,
T12,Ven,Auray,1 Rue du Père Éternel / 7 Pl. de la République,7,Ailleurs Café - Café Librairie,"28 Rue du Château, 56400 Auray, France",02 97 58 04 74,47.666331199999995,-2.9810882,cible,,,,,,,,,
T12,Ven,Auray,1 Rue du Père Éternel / 7 Pl. de la République,8,Crédit Maritime Grand Ouest,"47 Pl. de la République, 56400 Auray, France",02 72 96 03 40,47.666400599999996,-2.9842218999999996,cible,,,,,,,,,
T12,Ven,Auray,1 Rue du Père Éternel / 7 Pl. de la République,9,Au Pavillon,"3 Pl. de la République, 56400 Auray, France",02 97 24 04 81,47.666420099999996,-2.9824444,cible,,,,,,,,,
T12,Ven,Auray,1 Rue du Père Éternel / 7 Pl. de la République,10,Aurélien Méru SAFTI,"Place de l'hôtel de ville, 56400 Auray, France",06 87 46 83 50,47.666430999999996,-2.9833461,cible,,,,,,,,,
T12,Ven,Auray,1 Rue du Père Éternel / 7 Pl. de la République,11,Chez Clem bar à huîtres,"Les Halles, Pl. de la République, 56400 Auray, France",06 60 97 13 33,47.6664368,-2.9838582,cible,,,,,,,,,
T12,Ven,Auray,1 Rue du Père Éternel / 7 Pl. de la République,12,Librairie Vent De Soleil,"17 Rue du Château, 56400 Auray, France",02 97 56 69 11,47.6664428,-2.981727,cible,,,,,,,,,
T13,Mer,Ploemeur,25 Pl. de l'Église / 9 Rue Sainte-Anne,1,Franck reland immobilier,"25 Pl. de l'Église, 56270 Ploemeur, France",02 97 86 47 40,47.7364447,-3.4269601000000005,cible,,,,,,,,,
T13,Mer,Ploemeur,25 Pl. de l'Église / 9 Rue Sainte-Anne,2,CIC,"9 Rue Sainte-Anne, 56270 Ploemeur, France",02 97 78 54 05,47.7365098,-3.4262471999999997,cible,,,,,,,,,
T13,Mer,Ploemeur,25 Pl. de l'Église / 9 Rue Sainte-Anne,3,CHEZ MON COIFFEUR - PLOEMEUR,"1 Rue Sainte-Anne, 56270 Ploemeur, France",02 97 86 09 09,47.736531,-3.426942,cible,,,,,,,,,
T13,Mer,Ploemeur,25 Pl. de l'Église / 9 Rue Sainte-Anne,4,Le 7 à ploemeur,"7 Rue Sainte-Anne, 56270 Ploemeur, France",02 97 56 19 26,47.736544699999996,-3.4264414,cible,,,,,,,,,
T13,Mer,Ploemeur,25 Pl. de l'Église / 9 Rue Sainte-Anne,5,La Librairie d'Amélie,"3 Rue Sainte-Anne, 56270 Ploemeur, France",02 59 16 18 99,47.736558099999996,-3.4267125,cible,,,,,,,,,
T13,Mer,Ploemeur,25 Pl. de l'Église / 9 Rue Sainte-Anne,6,Bar PMU Le Terminus,"2 Pl. de l'Église, 56270 Ploemeur, France",02 97 86 32 34,47.736621899999996,-3.4270307000000004,cible,,,,,,,,,
T13,Mer,Ploemeur,25 Pl. de l'Église / 9 Rue Sainte-Anne,7,Le Galion,"14 Rue Sainte-Anne, 56270 Ploemeur, France",02 22 21 74 07,47.736697199999995,-3.4258360999999997,cible,,,,,,,,,
T13,Mer,Ploemeur,25 Pl. de l'Église / 9 Rue Sainte-Anne,8,Agence immobilière Century21 Ploemeur Immobilier,"5 Pl. Jean Falquerho, 56270 Ploemeur, France",02 97 85 20 35,47.736755699999996,-3.4287777,cible,,,,,,,,,
T13,Mer,Ploemeur,25 Pl. de l'Église / 9 Rue Sainte-Anne,9,Ecume Givrée,"06 Rue Sainte-Anne, 56270 Ploemeur, France",02 97 86 32 90,47.7367585,-3.4266802,cible,,,,,,,,,
T13,Mer,Ploemeur,25 Pl. de l'Église / 9 Rue Sainte-Anne,10,Cafe de L Eglise,"4 Pl. de l'Église, 56270 Ploemeur, France",09 83 34 92 51,47.7367809,-3.4274019,cible,,,,,,,,,
T13,Mer,Ploemeur,25 Pl. de l'Église / 9 Rue Sainte-Anne,11,Orchis,"3 Pl. de l'Église, 56270 Ploemeur, France",02 97 85 29 60,47.736781199999996,-3.4272533999999997,cible,,,,,,,,,
T13,Mer,Ploemeur,25 Pl. de l'Église / 9 Rue Sainte-Anne,12,Pharmacie Delcroix,"6 Pl. Jean Falquerho, 56270 Ploemeur, France",02 97 86 71 02,47.7367904,-3.4290198999999997,cible,,,,,,,,,
T14,Ven,Auray,1 Rue du Château / 7 Rue du Lait,1,Mousqueton,"1 Rue du Château, 56400 Auray, France",02 97 31 14 74,47.6666744,-2.982398,cible,,,,,,,,,
T14,Ven,Auray,1 Rue du Château / 7 Rue du Lait,2,Les Mystères De Merlin,"7 Rue du Lait, 56400 Auray, France",06 64 68 79 42,47.6666865,-2.9845492,cible,,,,,,,,,
T14,Ven,Auray,1 Rue du Château / 7 Rue du Lait,3,MBA Mutuelle - Mutuelle à Auray,"32 Pl. de la République, 56400 Auray, France",02 99 29 66 00,47.6667196,-2.9835072,cible,,,,,,,,,
T14,Ven,Auray,1 Rue du Château / 7 Rue du Lait,4,KOOKAI AURAY,"38 Pl. de la République, 56400 Auray, France",02 50 86 99 39,47.6667419,-2.9836253999999998,cible,,,,,,,,,
T14,Ven,Auray,1 Rue du Château / 7 Rue du Lait,5,Cartron - L'émotion gourmande,"40 Pl. de la République, 56400 Auray, France",02 97 24 02 97,47.666749599999996,-2.9838155,cible,,,,,,,,,
T14,Ven,Auray,1 Rue du Château / 7 Rue du Lait,6,Bonobo,"62 Pl. de la République, 56400 Auray, France",02 97 56 35 79,47.66675000000001,-2.98385,cible,,,,,,,,,
T14,Ven,Auray,1 Rue du Château / 7 Rue du Lait,7,Kraquante,"30 Pl. de la République, 56400 Auray, France",02 56 54 39 39,47.666750099999994,-2.9837446,cible,,,,,,,,,
T14,Ven,Auray,1 Rue du Château / 7 Rue du Lait,8,MSA des Portes de Bretagne,"11 Av. Wilson, 56400 Auray, France",02 97 50 71 37,47.6667519,-2.9820409999999997,cible,,,,,,,,,
T14,Ven,Auray,1 Rue du Château / 7 Rue du Lait,9,Le Salon,"9 Av. Wilson, 56400 Auray, France",02 97 56 32 71,47.666753899999996,-2.9821884000000005,cible,,,,,,,,,
T14,Ven,Auray,1 Rue du Château / 7 Rue du Lait,10,Monceau Assurances - Cabinet Antoine Duran,"16 Av. Wilson, 56400 Auray, France",02 97 52 10 68,47.666762999999996,-2.981678,cible,,,,,,,,,
T14,Ven,Auray,1 Rue du Château / 7 Rue du Lait,11,Libraire Voyages & Co - Henri Bruneau bouquiniste,"1 Rue Philippe Vannier, 56400 Auray, France",02 97 58 26 08,47.6667651,-2.9823098999999997,cible,,,,,,,,,
T14,Ven,Auray,1 Rue du Château / 7 Rue du Lait,12,Librairie Auréole,"16 Rue du Lait, 56400 Auray, France",02 97 29 16 75,47.6667773,-2.9851281999999997,cible,,,,,,,,,
T15,Ven,Plouay,5 Pl. de la Mairie / 7 Pl. de la Mairie,1,Savoir F'hair,"5 Pl. de la Mairie, 56240 Plouay, France",02 97 33 35 61,47.9155422,-3.3344072999999996,cible,,,,,,,,,
T15,Ven,Plouay,5 Pl. de la Mairie / 7 Pl. de la Mairie,2,Fleuriste Interflora,"7 Pl. de la Mairie, 56240 Plouay, France",02 97 21 64 06,47.9155447,-3.3341577,cible,,,,,,,,,
T15,Ven,Plouay,5 Pl. de la Mairie / 7 Pl. de la Mairie,3,Gicquel Anthony,"1 Pl. de la Mairie, 56240 Plouay, France",02 97 33 23 11,47.9155473,-3.3352314,cible,,,,,,,,,
T15,Ven,Plouay,5 Pl. de la Mairie / 7 Pl. de la Mairie,4,Le Celtic - bar Tabac Presse FDJ,"6 Pl. de la Mairie, 56240 Plouay, France",02 97 33 32 88,47.9155474,-3.3342668,cible,,,,,,,,,
T15,Ven,Plouay,5 Pl. de la Mairie / 7 Pl. de la Mairie,5,A la Cascade de Fleurs,"7 Pl. de la Mairie, 56240 Plouay, France",02 97 21 64 06,47.9155528,-3.3341588,cible,,,,,,,,,
T15,Ven,Plouay,5 Pl. de la Mairie / 7 Pl. de la Mairie,6,Agence immobilière Laforêt Plouay,"1 Rue des Alliés, 56240 Plouay, France",02 97 11 10 10,47.915603,-3.3338957,cible,,,,,,,,,
T15,Ven,Plouay,5 Pl. de la Mairie / 7 Pl. de la Mairie,7,O' saveurs gourmandes,"2 Rue Brizeux, 56240 Plouay, France",02 97 33 35 46,47.915609,-3.3374580000000003,cible,,,,,,,,,
T15,Ven,Plouay,5 Pl. de la Mairie / 7 Pl. de la Mairie,8,Crédit Mutuel de Bretagne PLOUAY,"6 Rue du Général de Gaulle, 56240 Plouay, France",02 97 33 01 40,47.9156177,-3.3356031,cible,,,,,,,,,
T15,Ven,Plouay,5 Pl. de la Mairie / 7 Pl. de la Mairie,9,Crédit Mutuel de Bretagne Pôle Professionnel et Patrimonial PLOUAY,"6 Rue du Général de Gaulle, 56240 Plouay, France",02 97 84 77 20,47.9156177,-3.3356031,cible,,,,,,,,,
T15,Ven,Plouay,5 Pl. de la Mairie / 7 Pl. de la Mairie,10,Nature et sens coiffure,"3 Pl. du Vieux Château, 56240 Plouay, France",02 97 81 25 11,47.9156532,-3.3341376,cible,,,,,,,,,
T15,Ven,Plouay,5 Pl. de la Mairie / 7 Pl. de la Mairie,11,Paul Diard coiffure Plouay,"10 Rue du Général de Gaulle, 56240 Plouay, France",02 97 33 16 29,47.915693600000004,-3.3358596,cible,,,,,,,,,
T15,Ven,Plouay,5 Pl. de la Mairie / 7 Pl. de la Mairie,12,Ma Vie de Cookie,"12 bis Rue du Général de Gaulle, 56240 Plouay, France",06 35 56 29 89,47.915732299999995,-3.3361359999999998,cible,,,,,,,,,
T16,Jeu,Hennebont,5bis Av. de la Libération / 33 Rue Trottier,1,Park Immobilier Hennebont,"5bis Av. de la Libération, 56700 Hennebont, France",02 97 35 48 44,47.804036599999996,-3.2786548,cible,,,,,,,,,
T16,Jeu,Hennebont,5bis Av. de la Libération / 33 Rue Trottier,2,SPEED BURGER HENNEBONT,"33 Rue Trottier, 56700 Hennebont, France",02 90 38 09 87,47.8041863,-3.2791919999999997,cible,,,,,,,,,
T16,Jeu,Hennebont,5bis Av. de la Libération / 33 Rue Trottier,3,Agence immobilière Laforêt Hennebont,"7 Av. de la Libération, 56700 Hennebont, France",02 97 85 18 18,47.8042871,-3.2784353999999998,cible,,,,,,,,,
T16,Jeu,Hennebont,5bis Av. de la Libération / 33 Rue Trottier,4,Domino's Pizza Hennebont,"11 Av. de la Libération, 56700 Hennebont, France",02 97 89 00 00,47.8043913,-3.2782497999999998,cible,,,,,,,,,
T16,Jeu,Hennebont,5bis Av. de la Libération / 33 Rue Trottier,5,Universe Frip's | vêtements d’occasion - Hennebont Morbihan,"23 Av. de la Libération, 56700 Hennebont, France",09 80 62 98 24,47.80439440000001,-3.2755810999999997,cible,,,,,,,,,
T16,Jeu,Hennebont,5bis Av. de la Libération / 33 Rue Trottier,6,MMA Assurances HENNEBONT,"13 Av. de la Libération, 56700 Hennebont, France",02 97 36 21 52,47.804442599999994,-3.2779689,cible,,,,,,,,,
T16,Jeu,Hennebont,5bis Av. de la Libération / 33 Rue Trottier,7,Agence Sixieme Avenue Hennebont,"1 Rue de la Tour Saint-Nicolas, 56700 Hennebont, France",02 97 32 29 45,47.8044934,-3.2788804,cible,,,,,,,,,
T16,Jeu,Hennebont,5bis Av. de la Libération / 33 Rue Trottier,8,Métamorphose,"1 Rue de la Tour Saint-Nicolas, 56700 Hennebont, France",02 97 36 24 01,47.8044934,-3.2788804,cible,,,,,,,,,
T16,Jeu,Hennebont,5bis Av. de la Libération / 33 Rue Trottier,9,Courtier indépendant en prêt immobilier - Nadège GUILLOU-CORLAY - LA MAILLE IMMOBILIER,"15 Av. de la Libération, 56700 Hennebont, France",06 77 00 72 77,47.8045348,-3.2778243999999996,cible,,,,,,,,,
T16,Jeu,Hennebont,5bis Av. de la Libération / 33 Rue Trottier,10,Fournil Des Remparts,"25 Rue Trottier, 56700 Hennebont, France",02 97 36 44 12,47.804552799999996,-3.2787321,cible,,,,,,,,,
T16,Jeu,Hennebont,5bis Av. de la Libération / 33 Rue Trottier,11,Crêperie Saint-Géron,"27 Rue Trottier, 56700 Hennebont, France",02 97 36 20 57,47.8045704,-3.2788893,cible,,,,,,,,,
T16,Jeu,Hennebont,5bis Av. de la Libération / 33 Rue Trottier,12,Le Chat Botté,"7 Rue de la Poste, 56700 Hennebont, France",02 97 85 03 09,47.8047513,-3.2779583,cible,,,,,,,,,
T17,Mar,Lanester,Centre Cial Leclerc / 13 B Rue François Mauriac,1,Sa Kereol,"Centre Cial Leclerc, 1 Rue François Mauriac, 56600 Lanester, France",02 97 76 98 95,47.765432,-3.3485563,cible,,,,,,,,,
T17,Mar,Lanester,Centre Cial Leclerc / 13 B Rue François Mauriac,2,Sarl Gauthier X,"13 B Rue François Mauriac, 56600 Lanester, France",02 97 81 31 64,47.7654328,-3.3468514999999996,cible,,,,,,,,,
T17,Mar,Lanester,Centre Cial Leclerc / 13 B Rue François Mauriac,3,Bijoux et confettis,"3 Rue François Mauriac, 56600 Lanester, France",06 42 56 42 09,47.765437399999996,-3.3480007,cible,,,,,,,,,
T17,Mar,Lanester,Centre Cial Leclerc / 13 B Rue François Mauriac,4,Human Immobilier Lanester,"11 Rue François Mauriac, 56600 Lanester, France",02 97 85 04 29,47.7655208,-3.3471233999999996,cible,,,,,,,,,
T17,Mar,Lanester,Centre Cial Leclerc / 13 B Rue François Mauriac,5,TADIM,"13 Rue François Mauriac, 56600 Lanester, France",09 50 15 91 80,47.7655208,-3.3471233999999996,cible,,,,,,,,,
T17,Mar,Lanester,Centre Cial Leclerc / 13 B Rue François Mauriac,6,Désir de Pompes Eurl,"11 Rue François Mauriac, 56600 Lanester, France",02 97 81 25 03,47.765521,-3.347123,cible,,,,,,,,,
T17,Mar,Lanester,Centre Cial Leclerc / 13 B Rue François Mauriac,7,"L'atelier kebab, frites Belges( fait Maison & Fraîche)","23 Rue François Mauriac, 56600 Lanester, France",02 97 50 94 06,47.7656269,-3.3459106999999997,cible,,,,,,,,,
T17,Mar,Lanester,Centre Cial Leclerc / 13 B Rue François Mauriac,8,Les petites voiles rouges,"23B Rue François Mauriac, 56600 Lanester, France",09 86 43 36 11,47.765666599999996,-3.3457339,cible,,,,,,,,,
T17,Mar,Lanester,Centre Cial Leclerc / 13 B Rue François Mauriac,9,Flore Halle Lanester,"77 Rue Marcel Sembat, 56600 Lanester, France",02 97 76 43 60,47.7656784,-3.3453934999999997,cible,,,,,,,,,
T17,Mar,Lanester,Centre Cial Leclerc / 13 B Rue François Mauriac,10,Institut Lorianne beauté Lanester,"78 Rue Marcel Sembat, 56600 Lanester, France",02 97 76 19 94,47.765890899999995,-3.3451408,cible,,,,,,,,,
T17,Mar,Lanester,Centre Cial Leclerc / 13 B Rue François Mauriac,11,Istanbul Barber,"82 Rue Marcel Sembat, 56600 Lanester, France",02 21 88 14 93,47.76613700000001,-3.3449793,cible,,,,,,,,,
T17,Mar,Lanester,Centre Cial Leclerc / 13 B Rue François Mauriac,12,Rapture Clothing,"82 Rue Marcel Sembat, 56600 Lanester, France",06 81 71 86 77,47.76613700000001,-3.3449793,cible,,,,,,,,,
T18,Mer,Larmor-Plage,24 Avenue Charles de Gaulle / 5 Av. de la Plage,1,Agence de Larmor-Plage - Office de Tourisme de Lorient Agglomération,"24 Avenue Charles de Gaulle, 56260 Larmor-Plage, France",02 97 84 78 00,47.7048662,-3.3834491000000004,cible,,,,,,,,,
T18,Mer,Larmor-Plage,24 Avenue Charles de Gaulle / 5 Av. de la Plage,2,Jean-Paul DA SILVA - conseiller immobilier LOGE 7 Larmor Plage,"5 Av. de la Plage, 56260 Larmor-Plage, France",06 49 35 06 55,47.70509,-3.3833841,cible,,,,,,,,,
T18,Mer,Larmor-Plage,24 Avenue Charles de Gaulle / 5 Av. de la Plage,3,Loge 7 Immobilier,"5 Av. de la Plage, 56260 Larmor-Plage, France",02 52 75 07 06,47.70509,-3.3833841,cible,,,,,,,,,
T18,Mer,Larmor-Plage,24 Avenue Charles de Gaulle / 5 Av. de la Plage,4,Le Taquet,"1 Quai Bellevue, 56260 Larmor-Plage, France",06 95 97 03 13,47.705152,-3.3815052000000003,cible,,,,,,,,,
T18,Mer,Larmor-Plage,24 Avenue Charles de Gaulle / 5 Av. de la Plage,5,Maison de la Presse de Larmor-Plage,"4 Av. de la Plage, 56260 Larmor-Plage, France",02 97 33 77 98,47.705272099999995,-3.3831979999999997,cible,,,,,,,,,
T18,Mer,Larmor-Plage,24 Avenue Charles de Gaulle / 5 Av. de la Plage,6,La Famiglia,"11 Place Notre Dame, 56260 Larmor-Plage, France",02 97 11 24 48,47.7054954,-3.3829341,cible,,,,,,,,,
T18,Mer,Larmor-Plage,24 Avenue Charles de Gaulle / 5 Av. de la Plage,7,Maison Le Calvé,"9 Place Notre Dame, 56260 Larmor-Plage, France",02 97 02 68 15,47.705549100000006,-3.3830416999999997,cible,,,,,,,,,
T18,Mer,Larmor-Plage,24 Avenue Charles de Gaulle / 5 Av. de la Plage,8,Clinique Vétérinaire Anicoon Larmor-Plage,"11 Avenue Charles de Gaulle, 56260 Larmor-Plage, France",02 97 33 62 62,47.7056537,-3.3857293,cible,,,,,,,,,
T18,Mer,Larmor-Plage,24 Avenue Charles de Gaulle / 5 Av. de la Plage,9,R'Marin,"6 Av. du Général de Gaulle, 56260 Larmor-Plage, France",02 97 65 40 10,47.7057947,-3.3844597999999997,cible,,,,,,,,,
T18,Mer,Larmor-Plage,24 Avenue Charles de Gaulle / 5 Av. de la Plage,10,L'Artisan coiffeur,"13 Place Notre Dame, 56260 Larmor-Plage, France",02 97 65 56 77,47.7058167,-3.3821995,cible,,,,,,,,,
T18,Mer,Larmor-Plage,24 Avenue Charles de Gaulle / 5 Av. de la Plage,11,Le Terminus,"3 Place Notre Dame, 56260 Larmor-Plage, France",02 97 02 92 98,47.7058334,-3.3832714,cible,,,,,,,,,
T18,Mer,Larmor-Plage,24 Avenue Charles de Gaulle / 5 Av. de la Plage,12,Namiko,"13 Place Notre Dame, 56260 Larmor-Plage, France",02 97 11 41 75,47.7058894,-3.3822257,cible,,,,,,,,,
T19,Lun,Lorient-Merville,1 Rue Beauvais / 8 Cr de Chazelles,1,Voyages Coopératifs,"1 Rue Beauvais, 56100 Lorient, France",02 97 21 51 29,47.7561239,-3.3646496,cible,,,,,,,,,
T19,Lun,Lorient-Merville,1 Rue Beauvais / 8 Cr de Chazelles,2,Espace Coiffure,"8 Cr de Chazelles, 56100 Lorient, France",02 97 21 27 49,47.75658610000001,-3.363962,cible,,,,,,,,,
T19,Lun,Lorient-Merville,1 Rue Beauvais / 8 Cr de Chazelles,3,SnapCoupe,"salon de coiffure, 10 Rue Paul Guieysse, 56100 Lorient, France",02 90 98 10 05,47.7567752,-3.3655190999999998,cible,,,,,,,,,
T19,Lun,Lorient-Merville,1 Rue Beauvais / 8 Cr de Chazelles,4,Atelier de Coiffure,"10 Rue Paul Guieysse, 56100 Lorient, France",02 90 98 10 05,47.756795,-3.3654815,cible,,,,,,,,,
T19,Lun,Lorient-Merville,1 Rue Beauvais / 8 Cr de Chazelles,5,Alexandre Ferré | Conseiller Immobilier Lorient,"6 Cr de Chazelles, 56100 Lorient, France",06 59 21 26 12,47.756795499999996,-3.3640922,cible,,,,,,,,,
T19,Lun,Lorient-Merville,1 Rue Beauvais / 8 Cr de Chazelles,6,Pharmacie de Kerentrech Totum,"26 Rue Paul Guieysse, 56100 Lorient, France",02 97 64 34 75,47.756893,-3.3668004999999996,cible,,,,,,,,,
T19,Lun,Lorient-Merville,1 Rue Beauvais / 8 Cr de Chazelles,7,C,"24 Rue Paul Guieysse, 56100 Lorient, France",02 90 61 31 69,47.7569095,-3.3665247,cible,,,,,,,,,
T19,Lun,Lorient-Merville,1 Rue Beauvais / 8 Cr de Chazelles,8,Monceau Assurances - Cabinet Antoine Duran,"1 Rue Paul Guieysse, 56100 Lorient, France",02 97 37 97 37,47.757090999999996,-3.364786,cible,,,,,,,,,
T19,Lun,Lorient-Merville,1 Rue Beauvais / 8 Cr de Chazelles,9,BAR LE CHARLY ' S,"29 Rue Paul Guieysse, 56100 Lorient, France",07 78 40 90 75,47.757120199999996,-3.3668487999999996,cible,,,,,,,,,
T19,Lun,Lorient-Merville,1 Rue Beauvais / 8 Cr de Chazelles,10,Le Nicot,"31 Rue Jules Simon, 56100 Lorient, France",02 97 21 23 83,47.7571814,-3.3673023,cible,,,,,,,,,
T19,Lun,Lorient-Merville,1 Rue Beauvais / 8 Cr de Chazelles,11,Sacs et accessoires en matière recyclée - La Fée des Djinns,"Rue Paul Guieysse, 56100 Lorient, France",06 12 76 81 58,47.7572586,-3.3697594,cible,,,,,,,,,
T19,Lun,Lorient-Merville,1 Rue Beauvais / 8 Cr de Chazelles,12,Urban Hair SARL,"47 Rue Paul Guieysse, 56100 Lorient, France",02 97 21 37 00,47.757342099999995,-3.3686127999999997,cible,,,,,,,,,
T20,Lun,Lorient-centre,7 Rue du Port / 1 Pl. Aristide Briand,1,Au Vent des Mots,"7 Rue du Port, 56100 Lorient, France",02 97 84 16 50,47.747841199999996,-3.3625915,cible,,,,,,,,,
T20,Lun,Lorient-centre,7 Rue du Port / 1 Pl. Aristide Briand,2,Agence Havas Voyages Lorient | Espace Club Med,"1 Pl. Aristide Briand, 56100 Lorient, France",02 97 21 59 32,47.747875799999996,-3.3638670999999998,cible,,,,,,,,,
T20,Lun,Lorient-centre,7 Rue du Port / 1 Pl. Aristide Briand,3,Foot Locker,"1, Rue du, Av. du Faouédic, 56100 Lorient, France",02 57 58 00 31,47.7479015,-3.3643578,cible,,,,,,,,,
T20,Lun,Lorient-centre,7 Rue du Port / 1 Pl. Aristide Briand,4,BOUYGUES TELECOM LORIENT,"1 Pl. Aristide Briand, 56100 Lorient, France",09 86 01 02 34,47.7479108,-3.3639834,cible,,,,,,,,,
