nom,email,telephone,adresse,ville_zone,site,maps,note,nb_avis,statut,email_source,place_id,lat,lng,statut_crm,date_ajout
K.CONCIERGERIE RENNES,jacques@martin.com,06 60 22 09 17,"11 Rte de Montgerval, 35520 La Mézière",Rennes,https://www.k-conciergerie.fr/,https://maps.google.com/?cid=6049049321606576709&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.8,16,OPERATIONAL,page_contact,ChIJlzYFyo_nDkgRRXotC0-K8lM,48.199928899999996,-1.7337209999999998,a_contacter,2026-08-12
K.CONCIERGERIE ST-BRIEUC,jacques@martin.com,06 60 22 09 17,"12 Rue du Point du Jour, 22590 Pordic",Saint-Brieuc,https://k-conciergerie.fr/,https://maps.google.com/?cid=16720220261769072844&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.7,15,OPERATIONAL,page_contact,ChIJt4IBTQAdDkgRzNAIlb0nCug,48.555716499999996,-2.8070405,a_contacter,2026-08-12
Conciergerie Les Chaleureux,contact@leschaleureux.fr,06 10 79 25 16,"Rue de Verdun, 29160 Crozon",Brest,https://leschaleureux.fr/,https://maps.google.com/?cid=15693298147277167044&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,14,OPERATIONAL,site_accueil,ChIJF6dmeS7BFkgRxFnAroTLydk,48.2465366,-4.486964599999999,a_contacter,2026-08-12
Breizh Home Conciergerie,breizhhomeconciergerie@outlook.fr,06 27 95 42 05,"Chem. du Heurtault, 22680 Binic-Étables-sur-Mer",Saint-Brieuc,http://www.breizhhomeconciergerie.fr/,https://maps.google.com/?cid=16261673888304389784&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,14,OPERATIONAL,site_accueil,ChIJ24d9Gd8OyCoRmN6gTT4SreE,48.617968999999995,-2.8253881,a_contacter,2026-08-12
Conciergerie Maison Magnifique,contact@maisonmagnifique.fr,02 97 31 88 63,"Kerivaud, 56740 Locmariaquer",Auray,https://www.maisonmagnifique.fr/,https://maps.google.com/?cid=673821552116958840&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,13,OPERATIONAL,site_accueil,ChIJAeJ0PQllE6UReAbvryHlWQk,47.5750576,-2.9510451,a_contacter,2026-08-12
L'Eaurizon Conciergerie,https://www.leaurizon.fr/contact/,06 29 84 27 17,"Ménez Crenn, 29810 Plouarzel",Brest,https://www.leaurizon.fr/,https://maps.google.com/?cid=16605845899797437254&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,13,OPERATIONAL,site_accueil,ChIJi3w0432XFkgRRptNRN3Qc-Y,48.432603199999996,-4.7160025999999995,a_contacter,2026-08-12
Heol Conciergerie,heol.conciergerie@yahoo.com,06 59 13 56 14,29140 Melgven,Concarneau,https://stephaniefaoucher.wixsite.com/heol-conciergerie,https://maps.google.com/?cid=9623964193423934297&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,13,OPERATIONAL,site_accueil,ChIJ0-3o-QJZ4QURWcMcqHEwj4U,47.888342099999996,-3.8190945000000003,a_contacter,2026-08-12
Madame est Servie - Conciergerie,cg.madameestservie@gmail.com,06 45 09 28 76,"Rte du Grannec, 22730 Trégastel",Perros-Guirec,https://www.madame-est-servie.com/,https://maps.google.com/?cid=13419835699555656988&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.7,13,OPERATIONAL,site_accueil,ChIJSYmCyPEYB0cRHOUeqHfVPLo,48.817881,-3.5260559999999996,a_contacter,2026-08-12
Conciergerie Check In Saint Malo - Cancale,contact@checkinconciergerie.com,02 59 51 01 15,"10 Rue de la Maison Neuve, 35400 Saint-Malo",Saint-Malo,https://checkinconciergerie.com/conciergerie-saint-malo/,https://maps.google.com/?cid=9133333478121928950&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.9,13,OPERATIONAL,site_accueil,ChIJv6XzvK2DDkgR9vijamgewH4,48.624854,-1.9844996000000001,a_contacter,2026-08-12
Boris Kermarrec - Conciergerie Intendance maison secondaire,hello@altea-homes.com,06 51 45 09 92,"8 Rue des Ajoncs, 29630 Plougasnou",Morlaix,https://www.leggettpm.com/fr/property-manager/boris-kermarrec/,https://maps.google.com/?cid=16167502090768138553&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.8,12,OPERATIONAL,site_accueil,ChIJAQ_2wLrfE0gROcGeEX6BXuA,48.7045459,-3.8320727999999993,a_contacter,2026-08-12
Gward Conciergerie - Vannes & Golfe du Morbihan,gward.conciergerie@gmail.com,06 33 46 79 83,"5 Rue de Bernus, 56000 Vannes",Auray,https://gward-conciergerie.fr/,https://maps.google.com/?cid=16695611342518304415&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,11,OPERATIONAL,site_accueil,ChIJU2nHK31NSmQRnz7JEg-6suc,47.6552131,-2.7671061999999997,a_contacter,2026-08-12
L’AGENCE 1907 | Conciergerie | Agence immobilière,contact@lagence1907.com,06 48 91 48 35,"8 Rue Dumont, 35800 Dinard",Dinard,https://lagence1907.com/,https://maps.google.com/?cid=10100481642338030565&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,11,OPERATIONAL,site_accueil,ChIJB-YchmEzbwYR5ZPp_4keLIw,48.631890299999995,-2.0548815,a_contacter,2026-08-12
L'investisseur Rennais - Conciergerie Rennes,linvestisseurennais@gmail.com,06 85 06 95 43,"22 Rue du Puits Jacob, 35000 Rennes",Rennes,https://www.linvestisseur-rennais.fr/,https://maps.google.com/?cid=4177734338572014050&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,11,OPERATIONAL,site_accueil,ChIJGQm5fpLfDkgR4lGJED9L-jk,48.097752,-1.6864686,a_contacter,2026-08-12
LNH CONCIERGERIE,contact@lnh-conciergerie.com,06 95 29 59 25,"20 Av. de Tarente, 29200 Brest",Brest,http://www.lnh-conciergerie.com/,https://maps.google.com/?cid=11908763924350150396&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,10,OPERATIONAL,site_accueil,ChIJgwV0beCy7wAR_KbgoLFtRKU,48.404067999999995,-4.509742999999999,a_contacter,2026-08-12
Conciergerie Check In - Dinard,contact@checkinconciergerie.com,02 59 51 01 15,"21 Rue de Saint-Enogat, 35800 Dinard",Dinard,https://checkinconciergerie.com/conciergerie-dinard/,https://maps.google.com/?cid=15675237254754162602&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.6,10,OPERATIONAL,site_accueil,ChIJZ4GP88FvM2ERqleXczuhidk,48.6340261,-2.0590421,a_contacter,2026-08-12
"Concierge BB, expert de la conciergerie Airbnb !",demande@conciergebb.fr,07 59 79 05 34,"13 Rue Jules Simon, 29160 Crozon",Fouesnant,https://www.conciergebb.fr/pages/conciergerie-crozon-gestion-locale-sur-mesure-de-votre-airbnb,https://maps.google.com/?cid=2083008477276168635&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.6,9,OPERATIONAL,site_accueil,ChIJa4lBpQ3BFkgRu2EsgCxV6Bw,48.2462521,-4.4877576999999995,a_contacter,2026-08-12
La conciergerie,contact@laconciergerie.org,02 98 82 87 70,"1 Rue Haroun Tazieff, 29000 Quimper",Quimper,http://www.laconciergerie.org/,https://maps.google.com/?cid=5496067934987378315&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.2,9,OPERATIONAL,site_accueil,ChIJYYRPtLLXEEgRi15W3qr0RUw,47.9853908,-4.0274825,a_contacter,2026-08-12
Nooma &Co - Conciergerie Airbnb à Rennes,hello@nooma.fr,06 75 62 24 81,"8 Rue du Sapeur Michel Jouan, 35000 Rennes",Rennes,https://nooma.fr/,https://maps.google.com/?cid=2484523699668714617&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,9,OPERATIONAL,site_accueil,ChIJvzonAhbfDkgReQTLKiTNeiI,48.1068109,-1.6907520999999999,a_contacter,2026-08-12
La Conciergerie de Bretagne,laconciergeriedebretagne@gmail.com,06 07 30 94 65,"84 Rue Dr Lavergne, 22400 Lamballe-Armor",Saint-Brieuc,https://www.laconciergeriedebretagne.fr/,https://maps.google.com/?cid=1177291172774346472&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,9,OPERATIONAL,site_accueil,ChIJCwEJp28RDkgR6P5qhhWUVhA,48.4660617,-2.5257687,a_contacter,2026-08-12
Conciergerie Vannes : Domesia,knjlocation@gmail.com,07 61 76 50 81,"21 Rue du Port, 56000 Vannes",Vannes,https://www.domesia-conciergerie.fr/,https://maps.google.com/?cid=17427606799320818979&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,9,OPERATIONAL,site_accueil,ChIJH6oeLkIfEEgRIyWzbgxM2_E,47.653790699999995,-2.7592414,a_contacter,2026-08-12
Need'Air Conciergerie,direction@need-air.com,06 13 47 85 60,"140 Rue Anita Conti, 29200 Brest",Brest,http://www.need-air.com/,https://maps.google.com/?cid=6872251176019904442&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,8,OPERATIONAL,site_accueil,ChIJI3-yl-m7FkgRukftqQgkX18,48.4206011,-4.5076255,a_contacter,2026-08-12
Free d'Home Conciergerie BnB,contact@freedhome-bnb.fr,07 78 19 05 62,"32 Rue Brémond d'Ars, 29300 Quimperlé",Fouesnant,https://freedhome-bnb.fr/,https://maps.google.com/?cid=1010866149220458319&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,8,OPERATIONAL,site_accueil,ChIJiyN5RFL7EEgRT5_AK2hRBw4,47.874233000000004,-3.5454691,a_contacter,2026-08-12
Conciergerie Kledia,maxime@kledia.fr,06 85 97 75 56,"3 Rue Saint-Yves, 22260 Pontrieux",Paimpol,https://www.kledia.fr/,https://maps.google.com/?cid=647091485292509261&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,8,OPERATIONAL,page_contact,ChIJ4aIPdIgfEkgRTTgKBkfu-gg,48.6972883,-3.1610416999999997,a_contacter,2026-08-12
Conciergerie Check In - Vannes,contact@checkinconciergerie.com,02 59 51 01 15,"1 Rue Anita Conti, 56000 Vannes",Vannes,https://checkinconciergerie.com/,https://maps.google.com/?cid=2394396046091323398&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.5,8,OPERATIONAL,site_accueil,ChIJr9qXjb4fEEgRBojfkoSaOiE,47.6676578,-2.7840764,a_contacter,2026-08-12
"Concierge BB, expert de la location courte durée Airbnb",demande@conciergebb.fr,07 59 79 05 34,"11 Rue de l'Hôpital, 29100 Douarnenez",Fouesnant,https://www.conciergebb.fr/pages/conciergerie-douarnenez-gestion-intendance-airbnb-sur-mesure,https://maps.google.com/?cid=4913992927179824778&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,7,OPERATIONAL,site_accueil,ChIJn8P6LxbRFkgRit5VJYgCMkQ,48.092299999999994,-4.3260309999999995,a_contacter,2026-08-12
CONCIERGERIE DE L'ILE AUX MOINES,contact@iamconciergerie.fr,07 68 40 22 35,"Kerscot, 56780 Île-aux-Moines",La Trinité-sur-Mer,https://www.iamconciergerie.fr/,https://maps.google.com/?cid=15745001084876698496&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,7,OPERATIONAL,site_accueil,ChIJbdOzKXYbEEgRgDM37BB7gdo,47.592408000000006,-2.850298,a_contacter,2026-08-12
La Conciergerie de la Presqu'île,laconciergeriedlp@yahoo.com,07 69 56 97 36,"2 Rue de l'Armor, 56680 Gâvres",Lorient,http://conciergerie-de-la-presquile-gavres.fr/,https://maps.google.com/?cid=7464241445500104150&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,7,OPERATIONAL,site_accueil,ChIJg76pJ0phEEgR1i3IJAxQlmc,47.691649399999996,-3.3578913,a_contacter,2026-08-12
La Conciergerie AcSoMur,contact@nov-ita.fr,09 73 88 28 78,"7 Rue Marie Laurencin, 56000 Vannes",Vannes,https://www.acsomur.fr/,https://maps.google.com/?cid=4014149619654769579&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,3.9,7,OPERATIONAL,page_contact,ChIJ466LeBUfEEgRq7vKqs8ftTc,47.673929699999995,-2.7671715999999997,a_contacter,2026-08-12
Conciergerie Marine,contact@conciergeriemarine.com,07 88 76 07 99,"30 Scarpoche, 56740 Locmariaquer",Auray,https://www.conciergerie-marine.fr/,https://maps.google.com/?cid=13875179328542965782&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,6,OPERATIONAL,site_accueil,ChIJh4YSR_9HQSwRFoCl4BWKjsA,47.583374,-2.966355,a_contacter,2026-08-12
Conciergerie hoomy - Vannes - Golfe du Morbihan - Baie de Quiberon,happycontact@hoomy.fr,02 55 07 10 10,"3 Rue des Artisans, 56870 Baden",Auray,https://www.hoomy.fr/conciergeries/votre-conciergerie-a-vannes/,https://maps.google.com/?cid=17860650740309104955&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,6,OPERATIONAL,site_accueil,ChIJJ6MvupWCaysROxlx8TfH3fc,47.621659799999996,-2.9055614,a_contacter,2026-08-12
Pause Marine,contact@pause-marine.com,07 49 68 01 40,"6 Rue Winston Churchill, 35800 Dinard",Dinard,https://www.pausemarine.com/,https://maps.google.com/?cid=13702656762883144280&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.8,6,OPERATIONAL,page_contact,ChIJu4IwE2yBDkgRWPrA3rmdKb4,48.634861699999995,-2.0529463999999997,a_contacter,2026-08-12
Jérémy Gélébart ALB Conciergerie - Brest,contact@albconciergerie.fr,06 01 15 18 57,"2 bis Rue Branly, 29480 Le Relecq-Kerhuon",Brest,https://albconciergerie.fr/,https://maps.google.com/?cid=10155914209771911954&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,5,OPERATIONAL,page_contact,ChIJT1sLSLU5o40REvvLWioO8Yw,48.395736299999996,-4.4098926,a_contacter,2026-08-12
Kastell Breizh Conciergerie,contact@kastellbreizh.fr,06 51 26 50 93,"Lieu Dit LE REST, 22200 Pommerit-le-Vicomte",Guingamp,https://www.kastellbreizh.fr/accueil,https://maps.google.com/?cid=2766906035567971447&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,5,OPERATIONAL,site_accueil,ChIJhb9FvFjzEUgRd8zpMGEGZiY,48.594867300000004,-3.1155923,a_contacter,2026-08-12
LE GUILLOUZER IMMOBILIER CONCIERGERIE,contact@leguillouzer.com,02 96 35 04 39,"19 Pl. de l'Hôtel de ville, 22700 Perros-Guirec",Perros-Guirec,https://www.leguillouzer-conciergerie.com/,https://maps.google.com/?cid=1755351946086079503&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.4,5,OPERATIONAL,page_contact,ChIJb8uh9w4uEkgRD1xAcktDXBg,48.8153936,-3.4456351,a_contacter,2026-08-12
Conciergerie by Mel,contact@conciergeriebymel.fr,06 67 90 67 34,"6B Rue du Bas Village, 35510 Cesson-Sévigné",Rennes,https://www.conciergeriebymel.fr/,https://maps.google.com/?cid=382317908551647059&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.8,5,OPERATIONAL,site_accueil,ChIJLQgUDfteZ0gRU799uhxETgU,48.103853,-1.629052,a_contacter,2026-08-12
Conciergerie Saint Brieuc / Gestion Location Courte Durée Airbnb,infos@boucherie-saintbrieuc.fr,07 56 93 97 00,"48 Av. Louis Loucheur, 22000 Saint-Brieuc",Saint-Brieuc,https://conciergerie-saintbrieuc.fr/,https://maps.google.com/?cid=18236274361765688612&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,5,OPERATIONAL,site_accueil,ChIJMesovVAdDkgRJHWbf-lCFP0,48.516374899999995,-2.7359087,a_contacter,2026-08-12
LS CONCIERGERIE PRIVEE VANNES ET LES ILES,contact@ls-conciergerieprivee.com,06 40 05 13 88,"9 Pl. de la Poissonnerie, 56000 Vannes",Vannes,https://ls-conciergerieprivee.com/,https://maps.google.com/?cid=2022079836553137494&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,5,OPERATIONAL,site_accueil,ChIJwY9yTYofEEgRVs063eXeDxw,47.654739899999996,-2.7586627000000004,a_contacter,2026-08-12
Location Concept / Location de boîtes à clés pour Airbnb,contact@location-concept.fr,06 38 80 87 34,"24 Rue Hoche, 56000 Vannes",Vannes,http://www.conciergerie-lc.fr/,https://maps.google.com/?cid=8453215034186447313&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.2,5,OPERATIONAL,site_accueil,ChIJY9zjtqsfEEgR0bmsWknaT3U,47.6588382,-2.7623143999999997,a_contacter,2026-08-12
"Concierge BB, service de conciergerie Airbnb à Plouguerneau",demande@conciergebb.fr,07 59 79 05 34,"Spins, 29880 Plouguerneau",Fouesnant,https://www.conciergebb.fr/pages/conciergerie-plouguerneau-gestion-airbnb-location-saisonniere,https://maps.google.com/?cid=3122994988937479108&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,4,OPERATIONAL,site_accueil,ChIJnSAROySnFkgRxIPxZmUbVys,48.6286795,-4.537120100000001,a_contacter,2026-08-12
Conciergerie Ploulec’hoise,contact@conciergerie-lannion-tregor.fr,06 74 82 22 78,"8 Rue de la Mairie, 22300 Ploulec'h",Perros-Guirec,https://conciergerie-lannion-tregor.fr/,https://maps.google.com/?cid=14197500185825198440&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,4,OPERATIONAL,site_accueil,ChIJTeA5qdArEkgRaEGnijKnB8U,48.7181393,-3.5024237,a_contacter,2026-08-12
Le Bercail Conciergerie,contact@lebercailconciergerie.fr,06 86 54 50 43,"31 Le Bourg, 29170 Pleuven",Bénodet,https://www.lebercailconciergerie.fr/,https://maps.google.com/?cid=3158008180764024282&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,3,OPERATIONAL,site_accueil,ChIJIz7r08OkZwUR2p03ZLV_0ys,47.907412099999995,-4.0439011,a_contacter,2026-08-12
ar moor conciergerie,ar.moor.conciergerie@gmail.com,06 86 37 75 61,"Hent ar Moor, 29950 Gouesnach",Bénodet,https://armoor-conciergerie.fr/,https://maps.google.com/?cid=9155197920230718311&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,3,OPERATIONAL,site_accueil,ChIJK2WtGCnTEEgRZzu_iwDMDX8,47.9024048,-4.1081091,a_contacter,2026-08-12
MORBIHAN CONCIERGERIE,contact@morbihanconciergerie.fr,02 97 68 06 28,"10 Rue André Ampère, 56400 Pluneret",Carnac,http://www.morbihanconciergerie.fr/,https://maps.google.com/?cid=6798591087099778746&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4,3,OPERATIONAL,site_accueil,ChIJX8zFUwMdEEgRuha4v5JyWV4,47.6698516,-2.9601181,a_contacter,2026-08-12
Justuntoit Conciergerie,contact@justuntoit.fr,07 56 81 84 36,"16 Rue des Lauriers, 29900 Concarneau",Concarneau,https://www.justuntoit.fr/,https://maps.google.com/?cid=5076342882161643745&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,3,OPERATIONAL,site_accueil,ChIJXeZ1AwDbEEgR4dBTqfTKckY,47.885879599999996,-3.9171187,a_contacter,2026-08-12
"Concierge BB, service de conciergerie Airbnb Le Conquet",demande@conciergebb.fr,07 59 79 05 34,"15 Rue de Kerandiou, 29217 Le Conquet",Fouesnant,https://www.conciergebb.fr/pages/conciergerie-airbnb-le-conquet-gestion-de-location-saisonniere,https://maps.google.com/?cid=15954418612499524812&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,3,OPERATIONAL,site_accueil,ChIJjdKemhaTFkgRzCzqqzJ7ad0,48.3567681,-4.7585412,a_contacter,2026-08-12
GB Conciergerie,marie.dupont@email.com,07 56 81 26 80,"16 Rte de Beg Meil, 29170 Fouesnant",Fouesnant,https://glennbeaudet.fr/conciergerie,https://maps.google.com/?cid=14490497412309701516&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,3,OPERATIONAL,site_accueil,ChIJ0bKxa8_REEgRjNNvX5-WGMk,47.8821631,-4.0067229,a_contacter,2026-08-12
Les clés de L'Odet,contact@lesclesdelodet.fr,06 31 80 12 45,"19 Rte de Bénodet, 29950 Gouesnach",Fouesnant,http://www.lesclesdelodet.fr/,https://maps.google.com/?cid=7744557616799127903&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,3,OPERATIONAL,site_accueil,ChIJJ2ouv2TTEEgRX5nbux4yems,47.9109314,-4.1148788,a_contacter,2026-08-12
La Town House by Kastell Breizh Conciergerie,contact@kastellbreizh.fr,06 51 26 50 93,"5 Rue Jean Jacques Rousseau, 22200 Guingamp",Guingamp,https://www.kastellbreizh.fr/g%C3%AEtes/town-house,https://maps.google.com/?cid=5061049653929785103&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,3,OPERATIONAL,site_accueil,ChIJjzin-LiNEUgRDzcZfdh1PEY,48.562906899999994,-3.1530267000000003,a_contacter,2026-08-12
Breizh conciergerie sérénité,breizh.conciergerie03@gmail.com,07 80 23 89 01,"22 Chem. Croas ar Baladen, 22300 Lannion",Perros-Guirec,https://breizh-conciergerie-serenite.fr/,https://maps.google.com/?cid=16401994172398677867&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,3.7,3,OPERATIONAL,site_accueil,ChIJteMEYK1crYMRa6_ZXcyWn-M,48.740542999999995,-3.472307,a_contacter,2026-08-12
Concierge B et B,demande@conciergebb.fr,06 51 08 78 22,"67 Rue de Rozolen, 29000 Quimper",Quimper,https://www.conciergebb.fr/pages/conciergerie-quimper-gestion-premium-airbnb-location-courte-duree,https://maps.google.com/?cid=4084303033355810571&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,3,OPERATIONAL,site_accueil,ChIJFQCFKHPVEEgRCzc5Ivhbrjg,47.986123299999996,-4.0782747,a_contacter,2026-08-12
Conciergerie Welcome Host - Ty Patern - avec M'Cosy,airbnb01@welcomehost.fr,06 63 28 47 68,"Rue du Four, 56000 Vannes",Vannes,https://www.airbnb.fr/rooms/1486694837746245582?unique_share_id=c71ac887-7c39-4a5f-9272-a7333e52f091&viralityEntryPoint=1&s=76,https://maps.google.com/?cid=7863649660380369587&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,3,OPERATIONAL,site_accueil,ChIJoTNwvayOVSIRs9IX5bNLIW0,47.658753399999995,-2.7530840999999997,a_contacter,2026-08-12
Entre Ker et Mer Conciergerie,berangere@entrekeretmer.com,06 87 28 00 25,"26 Rue du Port, 56000 Vannes",Vannes,https://www.entrekeretmer.com/,https://maps.google.com/?cid=13821927316168571860&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,3,OPERATIONAL,site_accueil,ChIJ7RZ32LgfEEgR1Pt-j6lZ0b8,47.6530181,-2.7594943,a_contacter,2026-08-12
Bella conciergerie simplifiez-vous la vie,belleconciegere29@gmail.com,06 03 03 83 88,"60 Rue de Lyon, 29200 Brest",Brest,https://bella-conciergerie.com/,https://maps.google.com/?cid=2776700234297604941&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,2,OPERATIONAL,site_accueil,ChIJ18OiCtS5FkgRTXsNySbSiCY,48.390870799999995,-4.4929505999999995,a_contacter,2026-08-12
Conciergerie Les Chaleureux,contact@leschaleureux.fr,06 10 79 25 16,"Rue Saint-Marc, 29200 Brest",Brest,https://leschaleureux.fr/conciergerie-brest,https://maps.google.com/?cid=9876715692826318408&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,2,OPERATIONAL,site_accueil,ChIJuyYvSkjdiQcRSFZw8pckEYk,48.3970091,-4.4715006,a_contacter,2026-08-12
Conciergerie de Douarnenez,conciergeriemdc.dz@gmail.com,06 87 09 02 18,"27 Rue Charles Péguy, 29100 Douarnenez",Douarnenez,https://conciergeriemdcdz.wixsite.com/conciergerie-de-do-2,https://maps.google.com/?cid=12206756397151820355&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,2,OPERATIONAL,site_accueil,ChIJ9xhcBWGA_YkRQxr230QcZ6k,48.0869949,-4.3109191,a_contacter,2026-08-12
