nom,email,telephone,adresse,ville_zone,site,maps,note,nb_avis,statut_crm,date_ajout,email_source,place_id
La Conciergerie de Bretagne,laconciergeriedebretagne@gmail.com,06 07 30 94 65,"84 Rue Dr Lavergne, 22400 Lamballe-Armor",Saint-Brieuc,https://www.laconciergeriedebretagne.fr/,https://maps.google.com/?cid=1177291172774346472&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,9,a_contacter,2026-08-12,site_accueil,ChIJCwEJp28RDkgR6P5qhhWUVhA
Conciergerie Vannes : Domesia,knjlocation@gmail.com,07 61 76 50 81,"21 Rue du Port, 56000 Vannes",Vannes,https://www.domesia-conciergerie.fr/,https://maps.google.com/?cid=17427606799320818979&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,9,a_contacter,2026-08-12,site_accueil,ChIJH6oeLkIfEEgRIyWzbgxM2_E
Need'Air Conciergerie,direction@need-air.com,06 13 47 85 60,"140 Rue Anita Conti, 29200 Brest",Brest,http://www.need-air.com/,https://maps.google.com/?cid=6872251176019904442&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,8,a_contacter,2026-08-12,site_accueil,ChIJI3-yl-m7FkgRukftqQgkX18
Free d'Home Conciergerie BnB,contact@freedhome-bnb.fr,07 78 19 05 62,"32 Rue Brémond d'Ars, 29300 Quimperlé",Fouesnant,https://freedhome-bnb.fr/,https://maps.google.com/?cid=1010866149220458319&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,8,a_contacter,2026-08-12,site_accueil,ChIJiyN5RFL7EEgRT5_AK2hRBw4
Conciergerie Kledia,maxime@kledia.fr,06 85 97 75 56,"3 Rue Saint-Yves, 22260 Pontrieux",Paimpol,https://www.kledia.fr/,https://maps.google.com/?cid=647091485292509261&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,8,a_contacter,2026-08-12,page_contact,ChIJ4aIPdIgfEkgRTTgKBkfu-gg
CONCIERGERIE DE L'ILE AUX MOINES,contact@iamconciergerie.fr,07 68 40 22 35,"Kerscot, 56780 Île-aux-Moines",La Trinité-sur-Mer,https://www.iamconciergerie.fr/,https://maps.google.com/?cid=15745001084876698496&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,7,a_contacter,2026-08-12,site_accueil,ChIJbdOzKXYbEEgRgDM37BB7gdo
La Conciergerie de la Presqu'île,laconciergeriedlp@yahoo.com,07 69 56 97 36,"2 Rue de l'Armor, 56680 Gâvres",Lorient,http://conciergerie-de-la-presquile-gavres.fr/,https://maps.google.com/?cid=7464241445500104150&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,7,a_contacter,2026-08-12,site_accueil,ChIJg76pJ0phEEgR1i3IJAxQlmc
La Conciergerie AcSoMur,contact@nov-ita.fr,09 73 88 28 78,"7 Rue Marie Laurencin, 56000 Vannes",Vannes,https://www.acsomur.fr/,https://maps.google.com/?cid=4014149619654769579&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,3.9,7,a_contacter,2026-08-12,page_contact,ChIJ466LeBUfEEgRq7vKqs8ftTc
Conciergerie Marine,contact@conciergeriemarine.com,07 88 76 07 99,"30 Scarpoche, 56740 Locmariaquer",Auray,https://www.conciergerie-marine.fr/,https://maps.google.com/?cid=13875179328542965782&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,6,a_contacter,2026-08-12,site_accueil,ChIJh4YSR_9HQSwRFoCl4BWKjsA
Pause Marine,contact@pause-marine.com,07 49 68 01 40,"6 Rue Winston Churchill, 35800 Dinard",Dinard,https://www.pausemarine.com/,https://maps.google.com/?cid=13702656762883144280&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.8,6,a_contacter,2026-08-12,page_contact,ChIJu4IwE2yBDkgRWPrA3rmdKb4
Kastell Breizh Conciergerie,contact@kastellbreizh.fr,06 51 26 50 93,"Lieu Dit LE REST, 22200 Pommerit-le-Vicomte",Guingamp,https://www.kastellbreizh.fr/accueil,https://maps.google.com/?cid=2766906035567971447&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,5,a_contacter,2026-08-12,site_accueil,ChIJhb9FvFjzEUgRd8zpMGEGZiY
LE GUILLOUZER IMMOBILIER CONCIERGERIE,contact@leguillouzer.com,02 96 35 04 39,"19 Pl. de l'Hôtel de ville, 22700 Perros-Guirec",Perros-Guirec,https://www.leguillouzer-conciergerie.com/,https://maps.google.com/?cid=1755351946086079503&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.4,5,a_contacter,2026-08-12,page_contact,ChIJb8uh9w4uEkgRD1xAcktDXBg
Conciergerie by Mel,contact@conciergeriebymel.fr,06 67 90 67 34,"6B Rue du Bas Village, 35510 Cesson-Sévigné",Rennes,https://www.conciergeriebymel.fr/,https://maps.google.com/?cid=382317908551647059&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.8,5,a_contacter,2026-08-12,site_accueil,ChIJLQgUDfteZ0gRU799uhxETgU
Conciergerie Saint Brieuc / Gestion Location Courte Durée Airbnb,infos@boucherie-saintbrieuc.fr,07 56 93 97 00,"48 Av. Louis Loucheur, 22000 Saint-Brieuc",Saint-Brieuc,https://conciergerie-saintbrieuc.fr/,https://maps.google.com/?cid=18236274361765688612&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,5,a_contacter,2026-08-12,site_accueil,ChIJMesovVAdDkgRJHWbf-lCFP0
LS CONCIERGERIE PRIVEE VANNES ET LES ILES,contact@ls-conciergerieprivee.com,06 40 05 13 88,"9 Pl. de la Poissonnerie, 56000 Vannes",Vannes,https://ls-conciergerieprivee.com/,https://maps.google.com/?cid=2022079836553137494&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,5,a_contacter,2026-08-12,site_accueil,ChIJwY9yTYofEEgRVs063eXeDxw
Conciergerie Ploulec’hoise,contact@conciergerie-lannion-tregor.fr,06 74 82 22 78,"8 Rue de la Mairie, 22300 Ploulec'h",Perros-Guirec,https://conciergerie-lannion-tregor.fr/,https://maps.google.com/?cid=14197500185825198440&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,4,a_contacter,2026-08-12,site_accueil,ChIJTeA5qdArEkgRaEGnijKnB8U
Le Bercail Conciergerie,contact@lebercailconciergerie.fr,06 86 54 50 43,"31 Le Bourg, 29170 Pleuven",Bénodet,https://www.lebercailconciergerie.fr/,https://maps.google.com/?cid=3158008180764024282&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,3,a_contacter,2026-08-12,site_accueil,ChIJIz7r08OkZwUR2p03ZLV_0ys
ar moor conciergerie,ar.moor.conciergerie@gmail.com,06 86 37 75 61,"Hent ar Moor, 29950 Gouesnach",Bénodet,https://armoor-conciergerie.fr/,https://maps.google.com/?cid=9155197920230718311&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,3,a_contacter,2026-08-12,site_accueil,ChIJK2WtGCnTEEgRZzu_iwDMDX8
MORBIHAN CONCIERGERIE,contact@morbihanconciergerie.fr,02 97 68 06 28,"10 Rue André Ampère, 56400 Pluneret",Carnac,http://www.morbihanconciergerie.fr/,https://maps.google.com/?cid=6798591087099778746&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4,3,a_contacter,2026-08-12,site_accueil,ChIJX8zFUwMdEEgRuha4v5JyWV4
GB Conciergerie,marie.dupont@email.com,07 56 81 26 80,"16 Rte de Beg Meil, 29170 Fouesnant",Fouesnant,https://glennbeaudet.fr/conciergerie,https://maps.google.com/?cid=14490497412309701516&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,3,a_contacter,2026-08-12,site_accueil,ChIJ0bKxa8_REEgRjNNvX5-WGMk
Les clés de L'Odet,contact@lesclesdelodet.fr,06 31 80 12 45,"19 Rte de Bénodet, 29950 Gouesnach",Fouesnant,http://www.lesclesdelodet.fr/,https://maps.google.com/?cid=7744557616799127903&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,3,a_contacter,2026-08-12,site_accueil,ChIJJ2ouv2TTEEgRX5nbux4yems
Breizh conciergerie sérénité,breizh.conciergerie03@gmail.com,07 80 23 89 01,"22 Chem. Croas ar Baladen, 22300 Lannion",Perros-Guirec,https://breizh-conciergerie-serenite.fr/,https://maps.google.com/?cid=16401994172398677867&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,3.7,3,a_contacter,2026-08-12,site_accueil,ChIJteMEYK1crYMRa6_ZXcyWn-M
Conciergerie Welcome Host - Ty Patern - avec M'Cosy,airbnb01@welcomehost.fr,06 63 28 47 68,"Rue du Four, 56000 Vannes",Vannes,https://www.airbnb.fr/rooms/1486694837746245582?unique_share_id=c71ac887-7c39-4a5f-9272-a7333e52f091&viralityEntryPoint=1&s=76,https://maps.google.com/?cid=7863649660380369587&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,3,a_contacter,2026-08-12,site_accueil,ChIJoTNwvayOVSIRs9IX5bNLIW0
Entre Ker et Mer Conciergerie,berangere@entrekeretmer.com,06 87 28 00 25,"26 Rue du Port, 56000 Vannes",Vannes,https://www.entrekeretmer.com/,https://maps.google.com/?cid=13821927316168571860&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,3,a_contacter,2026-08-12,site_accueil,ChIJ7RZ32LgfEEgR1Pt-j6lZ0b8
Bella conciergerie simplifiez-vous la vie,belleconciegere29@gmail.com,06 03 03 83 88,"60 Rue de Lyon, 29200 Brest",Brest,https://bella-conciergerie.com/,https://maps.google.com/?cid=2776700234297604941&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,2,a_contacter,2026-08-12,site_accueil,ChIJ18OiCtS5FkgRTXsNySbSiCY
Conciergerie de Douarnenez,conciergeriemdc.dz@gmail.com,06 87 09 02 18,"27 Rue Charles Péguy, 29100 Douarnenez",Douarnenez,https://conciergeriemdcdz.wixsite.com/conciergerie-de-do-2,https://maps.google.com/?cid=12206756397151820355&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,2,a_contacter,2026-08-12,site_accueil,ChIJ9xhcBWGA_YkRQxr230QcZ6k
All In Conciergerie - LANNION,guillaume.hardy59@icloud.com,06 18 01 19 93,"5 Rue Auguste Villiers de l'Isle Adam, 22300 Lannion",Perros-Guirec,http://www.allinconciergerie.fr/,https://maps.google.com/?cid=12457508123360409232&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,2,a_contacter,2026-08-12,site_accueil,ChIJZ2IwfWwrEkgRkLZwr6L14aw
Génifée Conciergerie,contact@genifee.org,06 33 14 91 62,"29 Rue du Petit Parame, 35400 Saint-Malo",Saint-Malo,http://www.genifee.org/,https://maps.google.com/?cid=3522509719196159642&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,1,2,a_contacter,2026-08-12,site_accueil,ChIJ-w9QZcaDDkgRmk6MMu134jA
CNCE Pro – Conciergerie Dinard & Côte d’Émeraude (servicesdeconciergerie.com),esolomon@confiez-nous.fr,02 99 40 79 52,"47 Rue de Dinard, 35730 Pleurtuit",Dinard,https://www.servicesdeconciergerie.com/,https://maps.google.com/?cid=12802878335657111356&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,1,a_contacter,2026-08-12,site_accueil,ChIJu4s5-XuEc00RPO9igwP2rLE
La Conciergerie de Nathalie,n.witz@laposte.net,07 83 80 51 79,"10 Rue Jean Michel Caradec, 29670 Locquénolé",Morlaix,https://nwitz8.wixsite.com/la-conciergerie-de-n,https://maps.google.com/?cid=8397561197437755497&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,1,a_contacter,2026-08-12,site_accueil,ChIJgZRHZBgXwScRaaDhuGohinQ
Be Nomads Rennes - Conciergerie,info@domainname.com,07 56 88 98 68,"2 Rue Claude Chappe, 35510 Cesson-Sévigné",Rennes,https://rennes.be-nomads.fr/,https://maps.google.com/?cid=10597236451874054895&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,1,a_contacter,2026-08-12,site_accueil,ChIJ2YScGH9SmwQR7yLGCmjyEJM
Lodge BNB - Conciergerie,lodgebnbfrance@gmail.com,06 35 23 37 50,"13 Chem. de Kerudo, 56400 Auray",Auray,https://www.lodgebnb.fr/,https://maps.google.com/?cid=11565236062513638548&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,a_contacter,2026-08-12,site_accueil,ChIJB5uJEZjQTWMRlKypcez4f6A
le Phare Conciergerie,lephareconciergerie@orange.fr,06 28 42 30 36,"Imp. du Bel air, 56400 Auray",Auray,https://www.lephareconciergerie.fr/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=17364359847110739152,https://maps.google.com/?cid=1787811419378253635&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,a_contacter,2026-08-12,site_accueil,ChIJmzjAFeAVEEgRQ39tgQOVzxg
La Conciergerie Bretonne,laconciergeriebretonne@gmail.com,06 19 93 72 26,"2 Rue Blaveau, 29200 Brest",Brest,https://sites.google.com/view/laconciergeriebretonne/accueil?authuser=0,https://maps.google.com/?cid=12714768392558418132&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,a_contacter,2026-08-12,page_contact,ChIJh7fCUUK5FkgR1BjPv3zuc7A
Conciergerie MERSEA,constance@conciergerielesglenans.com,06 11 12 24 07,"14 Av. Pierre Gueguin, 29900 Concarneau",Concarneau,https://www.airbnb.fr/rooms/870113263088199296?guests=1&adults=1&s=67&unique_share_id=9217f07b-a95b-47cf-a0a3-fe6a852d79bd,https://maps.google.com/?cid=10818101502344973509&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,a_contacter,2026-08-12,site_accueil,ChIJB-CeY3PbEEgRxUxk5_-dIZY
Conciergerie Free d'Home Guidel et côte Lorientaise,aurore@freedhome-bnb-guidel.fr,06 99 89 69 16,"La baleine déshydratée, Rue d'Estienne d'Orves, 56100 Lorient",Lorient,https://www.freedhome-bnb-guidel.fr/,https://maps.google.com/?cid=9280783226670098634&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,a_contacter,2026-08-12,site_accueil,ChIJC6R-vXdfEEgRyigTRyz3y4A
Conciergerie Hostnfly Lorient,client@hostnfly.com,06 74 61 35 33,"Rue Duliscouet, 56100 Lorient",Lorient,https://www.hostnfly.com/,https://maps.google.com/?cid=12496325834990416344&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,a_contacter,2026-08-12,site_accueil,ChIJrXMVo8FfEEgR2PEjeCPea60
Well C'Home,wellchomesaintmalo@gmail.com,07 44 80 84 52,"4 Rue de Belle Fontaine, 35400 Saint-Malo",Saint-Malo,https://well-c-home-conciergerie.fr/,https://maps.google.com/?cid=16967225207393440543&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,a_contacter,2026-08-12,site_accueil,ChIJvRqpE3SDDkgRH1O9Dm6xd-s
YourHostHelper - Conciergerie Lorient,contact@yourhosthelper.com,,56100 Lorient,Lorient,https://yourhosthelper.com/conciergerie-lorient/,https://maps.google.com/?cid=12430034340257331262&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,11,a_contacter,2026-08-12,page_contact,ChIJ3enABVpfEEgRPvjxFGBagKw
NM Conciergerie,contact@nmconciergerie.fr,,"16 bis Rue de l'Observatoire, 29200 Brest",Brest,http://www.nmconciergerie.fr/,https://maps.google.com/?cid=16550502746729933978&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,6,a_contacter,2026-08-12,page_contact,ChIJl2T9kym5FkgRmuz2UI8yr-U
