id,nom,vertical,ville,site,telephone,mobile_gerant,email,pubs_actives,landing_lead,avis_google_gt20,multi_villes,score,statut,source,mots_cles_ad_library,hook,hook_type,notes,date_ajout,derniere_relance,decideur,resultat_appel,douleur_rappel,demo_planifiee,close,sequence_step,last_touch_at,next_touch_at,touches_count
SLOT-059,[À TROUVER] Installateur reno #1 — Cholet,reno,Cholet,,,,,a_verifier,a_verifier,a_verifier,a_verifier,,A_RECHERCHER,maps_adlibrary_slot,isolation OR MaPrimeRénov OR rénovation énergétique OR menuiserie,,,Chercher dans Ad Library + Maps: isolation OR MaPrimeRénov OR rénovation énergétique OR menuiserie / Cholet. N'appeler que si score>=3.,2026-07-26,,,,,,,,,,0
SLOT-060,[À TROUVER] Installateur solaire #1 — Niort,solaire,Niort,,,,,a_verifier,a_verifier,a_verifier,a_verifier,,A_RECHERCHER,maps_adlibrary_slot,panneaux solaires OR photovoltaïque OR devis solaire,,,Chercher dans Ad Library + Maps: panneaux solaires OR photovoltaïque OR devis solaire / Niort. N'appeler que si score>=3.,2026-07-26,,,,,,,,,,0
SLOT-061,[À TROUVER] Installateur pac_clim #1 — Albi,pac_clim,Albi,,,,,a_verifier,a_verifier,a_verifier,a_verifier,,A_RECHERCHER,maps_adlibrary_slot,pompe à chaleur OR climatisation OR chauffagiste RGE,,,Chercher dans Ad Library + Maps: pompe à chaleur OR climatisation OR chauffagiste RGE / Albi. N'appeler que si score>=3.,2026-07-26,,,,,,,,,,0
SLOT-062,[À TROUVER] Installateur pac_clim #1 — Brive-la-Gaillarde,pac_clim,Brive-la-Gaillarde,,,,,a_verifier,a_verifier,a_verifier,a_verifier,,A_RECHERCHER,maps_adlibrary_slot,pompe à chaleur OR climatisation OR chauffagiste RGE,,,Chercher dans Ad Library + Maps: pompe à chaleur OR climatisation OR chauffagiste RGE / Brive-la-Gaillarde. N'appeler que si score>=3.,2026-07-26,,,,,,,,,,0
SLOT-063,[À TROUVER] Installateur pac_clim #1 — Béziers,pac_clim,Béziers,,,,,a_verifier,a_verifier,a_verifier,a_verifier,,A_RECHERCHER,maps_adlibrary_slot,pompe à chaleur OR climatisation OR chauffagiste RGE,,,Chercher dans Ad Library + Maps: pompe à chaleur OR climatisation OR chauffagiste RGE / Béziers. N'appeler que si score>=3.,2026-07-26,,,,,,,,,,0
SLOT-064,[À TROUVER] Installateur reno #1 — Fréjus,reno,Fréjus,,,,,a_verifier,a_verifier,a_verifier,a_verifier,,A_RECHERCHER,maps_adlibrary_slot,isolation OR MaPrimeRénov OR rénovation énergétique OR menuiserie,,,Chercher dans Ad Library + Maps: isolation OR MaPrimeRénov OR rénovation énergétique OR menuiserie / Fréjus. N'appeler que si score>=3.,2026-07-26,,,,,,,,,,0
SLOT-065,[À TROUVER] Installateur solaire #1 — Hyères,solaire,Hyères,,,,,a_verifier,a_verifier,a_verifier,a_verifier,,A_RECHERCHER,maps_adlibrary_slot,panneaux solaires OR photovoltaïque OR devis solaire,,,Chercher dans Ad Library + Maps: panneaux solaires OR photovoltaïque OR devis solaire / Hyères. N'appeler que si score>=3.,2026-07-26,,,,,,,,,,0
SLOT-066,[À TROUVER] Installateur pac_clim #1 — Draguignan,pac_clim,Draguignan,,,,,a_verifier,a_verifier,a_verifier,a_verifier,,A_RECHERCHER,maps_adlibrary_slot,pompe à chaleur OR climatisation OR chauffagiste RGE,,,Chercher dans Ad Library + Maps: pompe à chaleur OR climatisation OR chauffagiste RGE / Draguignan. N'appeler que si score>=3.,2026-07-26,,,,,,,,,,0
SLOT-067,[À TROUVER] Installateur pac_clim #1 — Agen,pac_clim,Agen,,,,,a_verifier,a_verifier,a_verifier,a_verifier,,A_RECHERCHER,maps_adlibrary_slot,pompe à chaleur OR climatisation OR chauffagiste RGE,,,Chercher dans Ad Library + Maps: pompe à chaleur OR climatisation OR chauffagiste RGE / Agen. N'appeler que si score>=3.,2026-07-26,,,,,,,,,,0
SLOT-068,[À TROUVER] Installateur pac_clim #1 — Tarbes,pac_clim,Tarbes,,,,,a_verifier,a_verifier,a_verifier,a_verifier,,A_RECHERCHER,maps_adlibrary_slot,pompe à chaleur OR climatisation OR chauffagiste RGE,,,Chercher dans Ad Library + Maps: pompe à chaleur OR climatisation OR chauffagiste RGE / Tarbes. N'appeler que si score>=3.,2026-07-26,,,,,,,,,,0
SLOT-069,[À TROUVER] Installateur reno #1 — Dunkerque,reno,Dunkerque,,,,,a_verifier,a_verifier,a_verifier,a_verifier,,A_RECHERCHER,maps_adlibrary_slot,isolation OR MaPrimeRénov OR rénovation énergétique OR menuiserie,,,Chercher dans Ad Library + Maps: isolation OR MaPrimeRénov OR rénovation énergétique OR menuiserie / Dunkerque. N'appeler que si score>=3.,2026-07-26,,,,,,,,,,0
SLOT-070,[À TROUVER] Installateur solaire #1 — Boulogne-sur-Mer,solaire,Boulogne-sur-Mer,,,,,a_verifier,a_verifier,a_verifier,a_verifier,,A_RECHERCHER,maps_adlibrary_slot,panneaux solaires OR photovoltaïque OR devis solaire,,,Chercher dans Ad Library + Maps: panneaux solaires OR photovoltaïque OR devis solaire / Boulogne-sur-Mer. N'appeler que si score>=3.,2026-07-26,,,,,,,,,,0
SLOT-071,[À TROUVER] Installateur pac_clim #1 — Créteil,pac_clim,Créteil,,,,,a_verifier,a_verifier,a_verifier,a_verifier,,A_RECHERCHER,maps_adlibrary_slot,pompe à chaleur OR climatisation OR chauffagiste RGE,,,Chercher dans Ad Library + Maps: pompe à chaleur OR climatisation OR chauffagiste RGE / Créteil. N'appeler que si score>=3.,2026-07-26,,,,,,,,,,0
SLOT-072,[À TROUVER] Installateur pac_clim #1 — Nanterre,pac_clim,Nanterre,,,,,a_verifier,a_verifier,a_verifier,a_verifier,,A_RECHERCHER,maps_adlibrary_slot,pompe à chaleur OR climatisation OR chauffagiste RGE,,,Chercher dans Ad Library + Maps: pompe à chaleur OR climatisation OR chauffagiste RGE / Nanterre. N'appeler que si score>=3.,2026-07-26,,,,,,,,,,0
SLOT-073,[À TROUVER] Installateur pac_clim #1 — Vitry-sur-Seine,pac_clim,Vitry-sur-Seine,,,,,a_verifier,a_verifier,a_verifier,a_verifier,,A_RECHERCHER,maps_adlibrary_slot,pompe à chaleur OR climatisation OR chauffagiste RGE,,,Chercher dans Ad Library + Maps: pompe à chaleur OR climatisation OR chauffagiste RGE / Vitry-sur-Seine. N'appeler que si score>=3.,2026-07-26,,,,,,,,,,0
SLOT-074,[À TROUVER] Installateur reno #1 — Colombes,reno,Colombes,,,,,a_verifier,a_verifier,a_verifier,a_verifier,,A_RECHERCHER,maps_adlibrary_slot,isolation OR MaPrimeRénov OR rénovation énergétique OR menuiserie,,,Chercher dans Ad Library + Maps: isolation OR MaPrimeRénov OR rénovation énergétique OR menuiserie / Colombes. N'appeler que si score>=3.,2026-07-26,,,,,,,,,,0
SLOT-075,[À TROUVER] Installateur solaire #1 — Asnières-sur-Seine,solaire,Asnières-sur-Seine,,,,,a_verifier,a_verifier,a_verifier,a_verifier,,A_RECHERCHER,maps_adlibrary_slot,panneaux solaires OR photovoltaïque OR devis solaire,,,Chercher dans Ad Library + Maps: panneaux solaires OR photovoltaïque OR devis solaire / Asnières-sur-Seine. N'appeler que si score>=3.,2026-07-26,,,,,,,,,,0
SLOT-076,[À TROUVER] Installateur pac_clim #1 — Courbevoie,pac_clim,Courbevoie,,,,,a_verifier,a_verifier,a_verifier,a_verifier,,A_RECHERCHER,maps_adlibrary_slot,pompe à chaleur OR climatisation OR chauffagiste RGE,,,Chercher dans Ad Library + Maps: pompe à chaleur OR climatisation OR chauffagiste RGE / Courbevoie. N'appeler que si score>=3.,2026-07-26,,,,,,,,,,0
SLOT-077,[À TROUVER] Installateur pac_clim #1 — Rueil-Malmaison,pac_clim,Rueil-Malmaison,,,,,a_verifier,a_verifier,a_verifier,a_verifier,,A_RECHERCHER,maps_adlibrary_slot,pompe à chaleur OR climatisation OR chauffagiste RGE,,,Chercher dans Ad Library + Maps: pompe à chaleur OR climatisation OR chauffagiste RGE / Rueil-Malmaison. N'appeler que si score>=3.,2026-07-26,,,,,,,,,,0
SLOT-078,[À TROUVER] Installateur pac_clim #1 — Aubervilliers,pac_clim,Aubervilliers,,,,,a_verifier,a_verifier,a_verifier,a_verifier,,A_RECHERCHER,maps_adlibrary_slot,pompe à chaleur OR climatisation OR chauffagiste RGE,,,Chercher dans Ad Library + Maps: pompe à chaleur OR climatisation OR chauffagiste RGE / Aubervilliers. N'appeler que si score>=3.,2026-07-26,,,,,,,,,,0
SLOT-079,[À TROUVER] Installateur reno #1 — Champigny-sur-Marne,reno,Champigny-sur-Marne,,,,,a_verifier,a_verifier,a_verifier,a_verifier,,A_RECHERCHER,maps_adlibrary_slot,isolation OR MaPrimeRénov OR rénovation énergétique OR menuiserie,,,Chercher dans Ad Library + Maps: isolation OR MaPrimeRénov OR rénovation énergétique OR menuiserie / Champigny-sur-Marne. N'appeler que si score>=3.,2026-07-26,,,,,,,,,,0
SLOT-080,[À TROUVER] Installateur solaire #1 — Saint-Maur-des-Fossés,solaire,Saint-Maur-des-Fossés,,,,,a_verifier,a_verifier,a_verifier,a_verifier,,A_RECHERCHER,maps_adlibrary_slot,panneaux solaires OR photovoltaïque OR devis solaire,,,Chercher dans Ad Library + Maps: panneaux solaires OR photovoltaïque OR devis solaire / Saint-Maur-des-Fossés. N'appeler que si score>=3.,2026-07-26,,,,,,,,,,0
SLOT-081,[À TROUVER] Installateur pac_clim #2 — Paris,pac_clim,Paris,,,,,a_verifier,a_verifier,a_verifier,a_verifier,,A_RECHERCHER,maps_adlibrary_slot,pompe à chaleur OR climatisation OR chauffagiste RGE,,,Chercher dans Ad Library + Maps: pompe à chaleur OR climatisation OR chauffagiste RGE / Paris. N'appeler que si score>=3.,2026-07-26,,,,,,,,,,0
SLOT-082,[À TROUVER] Installateur pac_clim #2 — Lyon,pac_clim,Lyon,,,,,a_verifier,a_verifier,a_verifier,a_verifier,,A_RECHERCHER,maps_adlibrary_slot,pompe à chaleur OR climatisation OR chauffagiste RGE,,,Chercher dans Ad Library + Maps: pompe à chaleur OR climatisation OR chauffagiste RGE / Lyon. N'appeler que si score>=3.,2026-07-26,,,,,,,,,,0
SLOT-083,[À TROUVER] Installateur pac_clim #2 — Marseille,pac_clim,Marseille,,,,,a_verifier,a_verifier,a_verifier,a_verifier,,A_RECHERCHER,maps_adlibrary_slot,pompe à chaleur OR climatisation OR chauffagiste RGE,,,Chercher dans Ad Library + Maps: pompe à chaleur OR climatisation OR chauffagiste RGE / Marseille. N'appeler que si score>=3.,2026-07-26,,,,,,,,,,0
SLOT-084,[À TROUVER] Installateur reno #2 — Toulouse,reno,Toulouse,,,,,a_verifier,a_verifier,a_verifier,a_verifier,,A_RECHERCHER,maps_adlibrary_slot,isolation OR MaPrimeRénov OR rénovation énergétique OR menuiserie,,,Chercher dans Ad Library + Maps: isolation OR MaPrimeRénov OR rénovation énergétique OR menuiserie / Toulouse. N'appeler que si score>=3.,2026-07-26,,,,,,,,,,0
SLOT-085,[À TROUVER] Installateur solaire #2 — Nice,solaire,Nice,,,,,a_verifier,a_verifier,a_verifier,a_verifier,,A_RECHERCHER,maps_adlibrary_slot,panneaux solaires OR photovoltaïque OR devis solaire,,,Chercher dans Ad Library + Maps: panneaux solaires OR photovoltaïque OR devis solaire / Nice. N'appeler que si score>=3.,2026-07-26,,,,,,,,,,0
SLOT-086,[À TROUVER] Installateur pac_clim #2 — Nantes,pac_clim,Nantes,,,,,a_verifier,a_verifier,a_verifier,a_verifier,,A_RECHERCHER,maps_adlibrary_slot,pompe à chaleur OR climatisation OR chauffagiste RGE,,,Chercher dans Ad Library + Maps: pompe à chaleur OR climatisation OR chauffagiste RGE / Nantes. N'appeler que si score>=3.,2026-07-26,,,,,,,,,,0
SLOT-087,[À TROUVER] Installateur pac_clim #2 — Montpellier,pac_clim,Montpellier,,,,,a_verifier,a_verifier,a_verifier,a_verifier,,A_RECHERCHER,maps_adlibrary_slot,pompe à chaleur OR climatisation OR chauffagiste RGE,,,Chercher dans Ad Library + Maps: pompe à chaleur OR climatisation OR chauffagiste RGE / Montpellier. N'appeler que si score>=3.,2026-07-26,,,,,,,,,,0
SLOT-088,[À TROUVER] Installateur pac_clim #2 — Strasbourg,pac_clim,Strasbourg,,,,,a_verifier,a_verifier,a_verifier,a_verifier,,A_RECHERCHER,maps_adlibrary_slot,pompe à chaleur OR climatisation OR chauffagiste RGE,,,Chercher dans Ad Library + Maps: pompe à chaleur OR climatisation OR chauffagiste RGE / Strasbourg. N'appeler que si score>=3.,2026-07-26,,,,,,,,,,0
SLOT-089,[À TROUVER] Installateur reno #2 — Bordeaux,reno,Bordeaux,,,,,a_verifier,a_verifier,a_verifier,a_verifier,,A_RECHERCHER,maps_adlibrary_slot,isolation OR MaPrimeRénov OR rénovation énergétique OR menuiserie,,,Chercher dans Ad Library + Maps: isolation OR MaPrimeRénov OR rénovation énergétique OR menuiserie / Bordeaux. N'appeler que si score>=3.,2026-07-26,,,,,,,,,,0
SLOT-090,[À TROUVER] Installateur solaire #2 — Lille,solaire,Lille,,,,,a_verifier,a_verifier,a_verifier,a_verifier,,A_RECHERCHER,maps_adlibrary_slot,panneaux solaires OR photovoltaïque OR devis solaire,,,Chercher dans Ad Library + Maps: panneaux solaires OR photovoltaïque OR devis solaire / Lille. N'appeler que si score>=3.,2026-07-26,,,,,,,,,,0
SLOT-091,[À TROUVER] Installateur pac_clim #2 — Rennes,pac_clim,Rennes,,,,,a_verifier,a_verifier,a_verifier,a_verifier,,A_RECHERCHER,maps_adlibrary_slot,pompe à chaleur OR climatisation OR chauffagiste RGE,,,Chercher dans Ad Library + Maps: pompe à chaleur OR climatisation OR chauffagiste RGE / Rennes. N'appeler que si score>=3.,2026-07-26,,,,,,,,,,0
SLOT-092,[À TROUVER] Installateur pac_clim #2 — Reims,pac_clim,Reims,,,,,a_verifier,a_verifier,a_verifier,a_verifier,,A_RECHERCHER,maps_adlibrary_slot,pompe à chaleur OR climatisation OR chauffagiste RGE,,,Chercher dans Ad Library + Maps: pompe à chaleur OR climatisation OR chauffagiste RGE / Reims. N'appeler que si score>=3.,2026-07-26,,,,,,,,,,0
SLOT-093,[À TROUVER] Installateur pac_clim #2 — Saint-Étienne,pac_clim,Saint-Étienne,,,,,a_verifier,a_verifier,a_verifier,a_verifier,,A_RECHERCHER,maps_adlibrary_slot,pompe à chaleur OR climatisation OR chauffagiste RGE,,,Chercher dans Ad Library + Maps: pompe à chaleur OR climatisation OR chauffagiste RGE / Saint-Étienne. N'appeler que si score>=3.,2026-07-26,,,,,,,,,,0
SLOT-094,[À TROUVER] Installateur reno #2 — Toulon,reno,Toulon,,,,,a_verifier,a_verifier,a_verifier,a_verifier,,A_RECHERCHER,maps_adlibrary_slot,isolation OR MaPrimeRénov OR rénovation énergétique OR menuiserie,,,Chercher dans Ad Library + Maps: isolation OR MaPrimeRénov OR rénovation énergétique OR menuiserie / Toulon. N'appeler que si score>=3.,2026-07-26,,,,,,,,,,0
SLOT-095,[À TROUVER] Installateur solaire #2 — Le Havre,solaire,Le Havre,,,,,a_verifier,a_verifier,a_verifier,a_verifier,,A_RECHERCHER,maps_adlibrary_slot,panneaux solaires OR photovoltaïque OR devis solaire,,,Chercher dans Ad Library + Maps: panneaux solaires OR photovoltaïque OR devis solaire / Le Havre. N'appeler que si score>=3.,2026-07-26,,,,,,,,,,0
SLOT-096,[À TROUVER] Installateur pac_clim #2 — Grenoble,pac_clim,Grenoble,,,,,a_verifier,a_verifier,a_verifier,a_verifier,,A_RECHERCHER,maps_adlibrary_slot,pompe à chaleur OR climatisation OR chauffagiste RGE,,,Chercher dans Ad Library + Maps: pompe à chaleur OR climatisation OR chauffagiste RGE / Grenoble. N'appeler que si score>=3.,2026-07-26,,,,,,,,,,0
SLOT-097,[À TROUVER] Installateur pac_clim #2 — Dijon,pac_clim,Dijon,,,,,a_verifier,a_verifier,a_verifier,a_verifier,,A_RECHERCHER,maps_adlibrary_slot,pompe à chaleur OR climatisation OR chauffagiste RGE,,,Chercher dans Ad Library + Maps: pompe à chaleur OR climatisation OR chauffagiste RGE / Dijon. N'appeler que si score>=3.,2026-07-26,,,,,,,,,,0
SLOT-098,[À TROUVER] Installateur pac_clim #2 — Angers,pac_clim,Angers,,,,,a_verifier,a_verifier,a_verifier,a_verifier,,A_RECHERCHER,maps_adlibrary_slot,pompe à chaleur OR climatisation OR chauffagiste RGE,,,Chercher dans Ad Library + Maps: pompe à chaleur OR climatisation OR chauffagiste RGE / Angers. N'appeler que si score>=3.,2026-07-26,,,,,,,,,,0
SLOT-099,[À TROUVER] Installateur reno #2 — Nîmes,reno,Nîmes,,,,,a_verifier,a_verifier,a_verifier,a_verifier,,A_RECHERCHER,maps_adlibrary_slot,isolation OR MaPrimeRénov OR rénovation énergétique OR menuiserie,,,Chercher dans Ad Library + Maps: isolation OR MaPrimeRénov OR rénovation énergétique OR menuiserie / Nîmes. N'appeler que si score>=3.,2026-07-26,,,,,,,,,,0
SLOT-100,[À TROUVER] Installateur solaire #2 — Villeurbanne,solaire,Villeurbanne,,,,,a_verifier,a_verifier,a_verifier,a_verifier,,A_RECHERCHER,maps_adlibrary_slot,panneaux solaires OR photovoltaïque OR devis solaire,,,Chercher dans Ad Library + Maps: panneaux solaires OR photovoltaïque OR devis solaire / Villeurbanne. N'appeler que si score>=3.,2026-07-26,,,,,,,,,,0
SLOT-101,[À TROUVER] Installateur pac_clim #2 — Clermont-Ferrand,pac_clim,Clermont-Ferrand,,,,,a_verifier,a_verifier,a_verifier,a_verifier,,A_RECHERCHER,maps_adlibrary_slot,pompe à chaleur OR climatisation OR chauffagiste RGE,,,Chercher dans Ad Library + Maps: pompe à chaleur OR climatisation OR chauffagiste RGE / Clermont-Ferrand. N'appeler que si score>=3.,2026-07-26,,,,,,,,,,0
SLOT-102,[À TROUVER] Installateur pac_clim #2 — Aix-en-Provence,pac_clim,Aix-en-Provence,,,,,a_verifier,a_verifier,a_verifier,a_verifier,,A_RECHERCHER,maps_adlibrary_slot,pompe à chaleur OR climatisation OR chauffagiste RGE,,,Chercher dans Ad Library + Maps: pompe à chaleur OR climatisation OR chauffagiste RGE / Aix-en-Provence. N'appeler que si score>=3.,2026-07-26,,,,,,,,,,0
SLOT-103,[À TROUVER] Installateur pac_clim #2 — Brest,pac_clim,Brest,,,,,a_verifier,a_verifier,a_verifier,a_verifier,,A_RECHERCHER,maps_adlibrary_slot,pompe à chaleur OR climatisation OR chauffagiste RGE,,,Chercher dans Ad Library + Maps: pompe à chaleur OR climatisation OR chauffagiste RGE / Brest. N'appeler que si score>=3.,2026-07-26,,,,,,,,,,0
SLOT-104,[À TROUVER] Installateur reno #2 — Limoges,reno,Limoges,,,,,a_verifier,a_verifier,a_verifier,a_verifier,,A_RECHERCHER,maps_adlibrary_slot,isolation OR MaPrimeRénov OR rénovation énergétique OR menuiserie,,,Chercher dans Ad Library + Maps: isolation OR MaPrimeRénov OR rénovation énergétique OR menuiserie / Limoges. N'appeler que si score>=3.,2026-07-26,,,,,,,,,,0
SLOT-105,[À TROUVER] Installateur solaire #2 — Tours,solaire,Tours,,,,,a_verifier,a_verifier,a_verifier,a_verifier,,A_RECHERCHER,maps_adlibrary_slot,panneaux solaires OR photovoltaïque OR devis solaire,,,Chercher dans Ad Library + Maps: panneaux solaires OR photovoltaïque OR devis solaire / Tours. N'appeler que si score>=3.,2026-07-26,,,,,,,,,,0
SLOT-106,[À TROUVER] Installateur pac_clim #2 — Amiens,pac_clim,Amiens,,,,,a_verifier,a_verifier,a_verifier,a_verifier,,A_RECHERCHER,maps_adlibrary_slot,pompe à chaleur OR climatisation OR chauffagiste RGE,,,Chercher dans Ad Library + Maps: pompe à chaleur OR climatisation OR chauffagiste RGE / Amiens. N'appeler que si score>=3.,2026-07-26,,,,,,,,,,0
SLOT-107,[À TROUVER] Installateur pac_clim #2 — Perpignan,pac_clim,Perpignan,,,,,a_verifier,a_verifier,a_verifier,a_verifier,,A_RECHERCHER,maps_adlibrary_slot,pompe à chaleur OR climatisation OR chauffagiste RGE,,,Chercher dans Ad Library + Maps: pompe à chaleur OR climatisation OR chauffagiste RGE / Perpignan. N'appeler que si score>=3.,2026-07-26,,,,,,,,,,0
SLOT-108,[À TROUVER] Installateur pac_clim #2 — Metz,pac_clim,Metz,,,,,a_verifier,a_verifier,a_verifier,a_verifier,,A_RECHERCHER,maps_adlibrary_slot,pompe à chaleur OR climatisation OR chauffagiste RGE,,,Chercher dans Ad Library + Maps: pompe à chaleur OR climatisation OR chauffagiste RGE / Metz. N'appeler que si score>=3.,2026-07-26,,,,,,,,,,0
SLOT-109,[À TROUVER] Installateur reno #2 — Besançon,reno,Besançon,,,,,a_verifier,a_verifier,a_verifier,a_verifier,,A_RECHERCHER,maps_adlibrary_slot,isolation OR MaPrimeRénov OR rénovation énergétique OR menuiserie,,,Chercher dans Ad Library + Maps: isolation OR MaPrimeRénov OR rénovation énergétique OR menuiserie / Besançon. N'appeler que si score>=3.,2026-07-26,,,,,,,,,,0
SLOT-110,[À TROUVER] Installateur solaire #2 — Orléans,solaire,Orléans,,,,,a_verifier,a_verifier,a_verifier,a_verifier,,A_RECHERCHER,maps_adlibrary_slot,panneaux solaires OR photovoltaïque OR devis solaire,,,Chercher dans Ad Library + Maps: panneaux solaires OR photovoltaïque OR devis solaire / Orléans. N'appeler que si score>=3.,2026-07-26,,,,,,,,,,0
SLOT-111,[À TROUVER] Installateur pac_clim #2 — Rouen,pac_clim,Rouen,,,,,a_verifier,a_verifier,a_verifier,a_verifier,,A_RECHERCHER,maps_adlibrary_slot,pompe à chaleur OR climatisation OR chauffagiste RGE,,,Chercher dans Ad Library + Maps: pompe à chaleur OR climatisation OR chauffagiste RGE / Rouen. N'appeler que si score>=3.,2026-07-26,,,,,,,,,,0
SLOT-112,[À TROUVER] Installateur pac_clim #2 — Mulhouse,pac_clim,Mulhouse,,,,,a_verifier,a_verifier,a_verifier,a_verifier,,A_RECHERCHER,maps_adlibrary_slot,pompe à chaleur OR climatisation OR chauffagiste RGE,,,Chercher dans Ad Library + Maps: pompe à chaleur OR climatisation OR chauffagiste RGE / Mulhouse. N'appeler que si score>=3.,2026-07-26,,,,,,,,,,0
SLOT-113,[À TROUVER] Installateur pac_clim #2 — Caen,pac_clim,Caen,,,,,a_verifier,a_verifier,a_verifier,a_verifier,,A_RECHERCHER,maps_adlibrary_slot,pompe à chaleur OR climatisation OR chauffagiste RGE,,,Chercher dans Ad Library + Maps: pompe à chaleur OR climatisation OR chauffagiste RGE / Caen. N'appeler que si score>=3.,2026-07-26,,,,,,,,,,0
SLOT-114,[À TROUVER] Installateur reno #2 — Nancy,reno,Nancy,,,,,a_verifier,a_verifier,a_verifier,a_verifier,,A_RECHERCHER,maps_adlibrary_slot,isolation OR MaPrimeRénov OR rénovation énergétique OR menuiserie,,,Chercher dans Ad Library + Maps: isolation OR MaPrimeRénov OR rénovation énergétique OR menuiserie / Nancy. N'appeler que si score>=3.,2026-07-26,,,,,,,,,,0
SLOT-115,[À TROUVER] Installateur solaire #2 — Argenteuil,solaire,Argenteuil,,,,,a_verifier,a_verifier,a_verifier,a_verifier,,A_RECHERCHER,maps_adlibrary_slot,panneaux solaires OR photovoltaïque OR devis solaire,,,Chercher dans Ad Library + Maps: panneaux solaires OR photovoltaïque OR devis solaire / Argenteuil. N'appeler que si score>=3.,2026-07-26,,,,,,,,,,0
SLOT-116,[À TROUVER] Installateur pac_clim #2 — Saint-Denis,pac_clim,Saint-Denis,,,,,a_verifier,a_verifier,a_verifier,a_verifier,,A_RECHERCHER,maps_adlibrary_slot,pompe à chaleur OR climatisation OR chauffagiste RGE,,,Chercher dans Ad Library + Maps: pompe à chaleur OR climatisation OR chauffagiste RGE / Saint-Denis. N'appeler que si score>=3.,2026-07-26,,,,,,,,,,0
SLOT-117,[À TROUVER] Installateur pac_clim #2 — Montreuil,pac_clim,Montreuil,,,,,a_verifier,a_verifier,a_verifier,a_verifier,,A_RECHERCHER,maps_adlibrary_slot,pompe à chaleur OR climatisation OR chauffagiste RGE,,,Chercher dans Ad Library + Maps: pompe à chaleur OR climatisation OR chauffagiste RGE / Montreuil. N'appeler que si score>=3.,2026-07-26,,,,,,,,,,0
SLOT-118,[À TROUVER] Installateur pac_clim #2 — Avignon,pac_clim,Avignon,,,,,a_verifier,a_verifier,a_verifier,a_verifier,,A_RECHERCHER,maps_adlibrary_slot,pompe à chaleur OR climatisation OR chauffagiste RGE,,,Chercher dans Ad Library + Maps: pompe à chaleur OR climatisation OR chauffagiste RGE / Avignon. N'appeler que si score>=3.,2026-07-26,,,,,,,,,,0
SLOT-119,[À TROUVER] Installateur reno #2 — Poitiers,reno,Poitiers,,,,,a_verifier,a_verifier,a_verifier,a_verifier,,A_RECHERCHER,maps_adlibrary_slot,isolation OR MaPrimeRénov OR rénovation énergétique OR menuiserie,,,Chercher dans Ad Library + Maps: isolation OR MaPrimeRénov OR rénovation énergétique OR menuiserie / Poitiers. N'appeler que si score>=3.,2026-07-26,,,,,,,,,,0
SLOT-120,[À TROUVER] Installateur solaire #2 — Versailles,solaire,Versailles,,,,,a_verifier,a_verifier,a_verifier,a_verifier,,A_RECHERCHER,maps_adlibrary_slot,panneaux solaires OR photovoltaïque OR devis solaire,,,Chercher dans Ad Library + Maps: panneaux solaires OR photovoltaïque OR devis solaire / Versailles. N'appeler que si score>=3.,2026-07-26,,,,,,,,,,0
SLOT-121,[À TROUVER] Installateur pac_clim #2 — Pau,pac_clim,Pau,,,,,a_verifier,a_verifier,a_verifier,a_verifier,,A_RECHERCHER,maps_adlibrary_slot,pompe à chaleur OR climatisation OR chauffagiste RGE,,,Chercher dans Ad Library + Maps: pompe à chaleur OR climatisation OR chauffagiste RGE / Pau. N'appeler que si score>=3.,2026-07-26,,,,,,,,,,0
SLOT-122,[À TROUVER] Installateur pac_clim #2 — La Rochelle,pac_clim,La Rochelle,,,,,a_verifier,a_verifier,a_verifier,a_verifier,,A_RECHERCHER,maps_adlibrary_slot,pompe à chaleur OR climatisation OR chauffagiste RGE,,,Chercher dans Ad Library + Maps: pompe à chaleur OR climatisation OR chauffagiste RGE / La Rochelle. N'appeler que si score>=3.,2026-07-26,,,,,,,,,,0
SLOT-123,[À TROUVER] Installateur pac_clim #2 — Calais,pac_clim,Calais,,,,,a_verifier,a_verifier,a_verifier,a_verifier,,A_RECHERCHER,maps_adlibrary_slot,pompe à chaleur OR climatisation OR chauffagiste RGE,,,Chercher dans Ad Library + Maps: pompe à chaleur OR climatisation OR chauffagiste RGE / Calais. N'appeler que si score>=3.,2026-07-26,,,,,,,,,,0
SLOT-124,[À TROUVER] Installateur reno #2 — Cannes,reno,Cannes,,,,,a_verifier,a_verifier,a_verifier,a_verifier,,A_RECHERCHER,maps_adlibrary_slot,isolation OR MaPrimeRénov OR rénovation énergétique OR menuiserie,,,Chercher dans Ad Library + Maps: isolation OR MaPrimeRénov OR rénovation énergétique OR menuiserie / Cannes. N'appeler que si score>=3.,2026-07-26,,,,,,,,,,0
SLOT-125,[À TROUVER] Installateur solaire #2 — Antibes,solaire,Antibes,,,,,a_verifier,a_verifier,a_verifier,a_verifier,,A_RECHERCHER,maps_adlibrary_slot,panneaux solaires OR photovoltaïque OR devis solaire,,,Chercher dans Ad Library + Maps: panneaux solaires OR photovoltaïque OR devis solaire / Antibes. N'appeler que si score>=3.,2026-07-26,,,,,,,,,,0
